vendor_id_code,payee,agency,fiscal_year,transaction_reference_id,amount,distinct_txns,day_span,first_date,last_date,exposure,severity,status,confidence
26763801,"PIMA PATHOLOGISTS, PC",AHCCCS,2023,GAXCMHCAPMMS22004492,228.8100,2,5,2022-09-21,2022-09-26,228.8100,low,unreviewed,medium
IV0000006704,VERIZON WIRELESS SERVICE LLC,DEPT OF INSURANCE AND FINANCIAL INSTITUTIONS,2023,GAXIDA230000013915,40.0100,3,1,2022-12-01,2022-12-02,80.0200,low,unreviewed,medium
02224101,JOHN C LINCOLN MEDICAL CENTER,AHCCCS,2024,GAXCMHCAPMMS24001629,19.3300,2,2,2023-09-18,2023-09-20,19.3300,low,unreviewed,medium
CH0050192,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002878947,190.1700,2,6,2023-12-06,2023-12-12,190.1700,low,unreviewed,medium
00010497,STEWARD HEALTH CHOICE ARIZONA INC,AHCCCS,2024,GAXCMHCAPRG240000075,32.4600,2,3,2024-01-03,2024-01-06,32.4600,low,unreviewed,medium
CH0151178,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY003063134,26.8600,2,9,2024-06-18,2024-06-27,26.8600,low,unreviewed,medium
00010254,"CARE 1ST HEALTH PLAN ARIZONA, INC.",AHCCCS,2024,GAXCMHCAPMMS24006281,403.8200,2,2,2024-06-24,2024-06-26,403.8200,low,unreviewed,medium
08330001,VERACITY HEALTH SOLUTIONS,AHCCCS,2025,GAXNEHCAPMMS23170113,494.2900,3,12,2025-06-06,2025-06-18,988.5800,low,unreviewed,medium
4521521D,SONORA QUEST LABORATORIES,AHCCCS,2021,GAXCMHCAPMMS21000425,11.2800,2,2,2020-07-27,2020-07-29,11.2800,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2021,GAXCMHCAPMMS21000295,1121.2600,2,1,2020-07-21,2020-07-22,1121.2600,low,unreviewed,medium
CH0142355,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002594212,37.4400,2,7,2023-02-14,2023-02-21,37.4400,low,unreviewed,medium
CH0141774,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002714892,1200.0000,2,6,2023-06-22,2023-06-28,1200.0000,low,unreviewed,medium
97135901,MTN VIEW SRGRY - GLENDALE,AHCCCS,2023,GAXCMHCAPMMS23004557,96.7300,2,45,2023-05-16,2023-06-30,96.7300,low,unreviewed,medium
10474701,PEACE & LOVE BEHAVIORAL H,AHCCCS,2024,GAXNEHCAPMMS24028325,1551.7600,2,7,2023-08-30,2023-09-06,1551.7600,low,unreviewed,medium
CH0071959,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001853332,20.1600,2,5,2021-03-04,2021-03-09,20.1600,low,unreviewed,medium
CH0049512,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002436099,290.2800,2,5,2022-09-07,2022-09-12,290.2800,low,unreviewed,medium
00010500,"MAGELLAN COMPLETE CARE OF ARIZONA, INC",AHCCCS,2023,GAXCMHCAPMMS23003846,834.4100,2,4,2023-03-24,2023-03-28,834.4100,low,unreviewed,medium
CH0043198,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002695178,171.2900,2,7,2023-06-06,2023-06-13,171.2900,low,unreviewed,medium
54847901,MEDEX GROUP,AHCCCS,2023,GAXNEHCAPMMS23129177,183.5900,2,8,2023-06-13,2023-06-21,183.5900,low,unreviewed,medium
CH0145619,NAME REDACTED,DEPT OF CHILD SAFETY,2025,GAXNECHAPY003205287,21.3200,4,95,2024-11-08,2025-02-11,63.9600,low,unreviewed,medium
01110313,BANNER UNIVERSITY CARE ADVANTAGE,AHCCCS,2025,GAXCMHCAPMMS25003635,4481.0300,2,14,2025-02-12,2025-02-26,4481.0300,low,unreviewed,medium
91858101,PHOENIX NEUROLOGY & SLEEP,AHCCCS,2021,GAXCMHCAPMMS21000172,134.0500,2,16,2020-07-13,2020-07-29,134.0500,low,unreviewed,medium
PCARDTRA0001,PCARD VENDOR TRA,STATE TREASURER,2025,GAXTRAPCARD25SS03,88.6800,2,7,2024-10-25,2024-11-01,88.6800,low,unreviewed,medium
31436001,ENGLAND/DAVID P.,AHCCCS,2018,GAXCMHCAPMMS18001489,36.2600,2,37,2017-10-23,2017-11-29,36.2600,low,unreviewed,medium
08952901,NORTHERN ARIZONA HEALTHCA,AHCCCS,2024,GAXNEHCAPMMS24078423,148.4100,2,6,2023-12-13,2023-12-19,148.4100,low,unreviewed,medium
GHOSTDCA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) DCA,DEPT OF CORRECTIONS,2025,GAXDCAZ25GCARDJF03,121.4500,2,7,2024-10-25,2024-11-01,121.4500,low,unreviewed,medium
PZ000033912,VERIZON WIRELESS SERVICE LLC,DEPT OF HEALTH SERVICES,2017,GAXHSA170000057336,166.2300,4,1,2017-06-16,2017-06-17,498.6900,low,unreviewed,medium
CH0136300,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002626870,2.4700,2,81,2023-03-27,2023-06-16,2.4700,low,unreviewed,medium
CH0115769,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002387775,4.2100,2,6,2022-07-14,2022-07-20,4.2100,low,unreviewed,medium
00010500,"MOLINA HEALTHCARE OF ARIZONA, INC",AHCCCS,2025,GAXCMHCAPMMS25005572,2703.7800,2,3,2025-06-16,2025-06-19,2703.7800,low,unreviewed,medium
49200902,OPT 1 NUTRITION SOLUTIONS,AHCCCS,2021,GAXCMHCAPMMS21000283,17.4900,2,8,2020-07-21,2020-07-29,17.4900,low,unreviewed,medium
CH0100018,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001831681,729.1200,2,5,2021-02-04,2021-02-09,729.1200,low,unreviewed,medium
00010254,"CARE 1ST HEALTH PLAN ARIZONA, INC.",AHCCCS,2023,GAXCMHCAPMMS23003239,598.3600,2,2,2023-02-08,2023-02-10,598.3600,low,unreviewed,medium
CH0148810,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002890154,305.6600,2,5,2023-12-14,2023-12-19,305.6600,low,unreviewed,medium
26751101,ARIZONA NEUROSURGERY,AHCCCS,2018,GAXCMHCAPMMS18001144,144.0700,2,17,2017-09-25,2017-10-12,144.0700,low,unreviewed,medium
00010715,HEALTH CHOICE INTERGRATED CARE LLC,AHCCCS,2018,GAXCMHCAPMMS18000655,631.0500,2,4,2017-08-17,2017-08-21,631.0500,low,unreviewed,medium
PZ000000045,CELLCO PARTNERSHIP,DEPT OF ECONOMIC SECURITY,2018,GAXDEA2G080751,11.3200,8,1,2017-08-15,2017-08-16,79.2400,low,unreviewed,medium
23969201,YUMA ENDOSCOPY CENTER,AHCCCS,2018,GAXCMHCAPMMS18001538,54.1400,2,9,2017-10-23,2017-11-01,54.1400,low,unreviewed,medium
79948902,THE HOME CARE SOLUTION,AHCCCS,2018,GAXCMHCAPMMS18004194,4971.1100,2,9,2018-05-14,2018-05-23,4971.1100,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2021,GAXCMHCAPMMS21000397,1330.5900,2,2,2020-07-27,2020-07-29,1330.5900,low,unreviewed,medium
CH0053847,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001845780,610.0800,2,6,2021-02-04,2021-02-10,610.0800,low,unreviewed,medium
CH0073096,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001849508,3.9100,6,6,2021-02-11,2021-02-17,19.5500,low,unreviewed,medium
00010497,STEWARD HEALTH CHOICE ARIZONA INC,AHCCCS,2021,GAXCMHCAPMMS21003920,197.4400,2,2,2021-03-29,2021-03-31,197.4400,low,unreviewed,medium
02046201,TUCSON MEDICAL CENTER,AHCCCS,2023,GAXCMHCAPMMS23000422,30.1400,2,2,2022-08-01,2022-08-03,30.1400,low,unreviewed,medium
15018001,ICAN HEALTH CARE & SERVIC,AHCCCS,2023,GAXNEHCAPMMS23045815,47247.5700,2,108,2022-10-07,2023-01-23,47247.5700,low,unreviewed,medium
CH0064597,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002511814,493.6500,2,48,2022-12-06,2023-01-23,493.6500,low,unreviewed,medium
CH0092275,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002642638,610.0800,2,7,2023-04-10,2023-04-17,610.0800,low,unreviewed,medium
CH0049214,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002764970,705.6000,3,52,2023-08-04,2023-09-25,1411.2000,low,unreviewed,medium
CH0146151,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002737368,887.4000,2,24,2023-07-11,2023-08-04,887.4000,low,unreviewed,medium
CH0080728,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002887370,400.2300,2,6,2023-12-06,2023-12-12,400.2300,low,unreviewed,medium
CH0109754,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002880446,388.5000,2,6,2023-12-06,2023-12-12,388.5000,low,unreviewed,medium
02010701,MARICOPA MEDICAL CENTER,AHCCCS,2025,GAXCMHCAPMMS25001506,29.3100,2,2,2024-09-16,2024-09-18,29.3100,low,unreviewed,medium
CH0140703,NAME REDACTED,DEPT OF CHILD SAFETY,2025,GAXNECHAPY003236659,31.8000,2,44,2024-12-18,2025-01-31,31.8000,low,unreviewed,medium
33232701,SUN PAIN MANAGEMENT PLLC,AHCCCS,2018,GAXCMHCAPMMS18000782,90.2700,2,30,2017-08-28,2017-09-27,90.2700,low,unreviewed,medium
VC0000002046,AT&T INFORMATION SYSTEMS INC,ATTORNEY GENERAL (DEPT OF LAW),2018,GAXAGA180000014997,284.6300,2,41,2017-10-03,2017-11-13,284.6300,low,unreviewed,medium
02065201,SCOTTSDALE HLTHCARE-OSBN,AHCCCS,2018,GAXCMHCAPMMS18000993,624.7300,2,2,2017-09-11,2017-09-13,624.7300,low,unreviewed,medium
22154601,SOUTHWEST CARDIOVASCULAR,AHCCCS,2021,GAXCMHCAPMMS21000588,16.4300,2,9,2020-08-10,2020-08-19,16.4300,low,unreviewed,medium
IV0000057653,PRO HOSPITALITY SIX LLC,DEPT OF TRANSPORTATION,2023,GAXDTA23C707,105.0000,2,65,2023-03-29,2023-06-02,105.0000,low,unreviewed,medium
CH0033579,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002692569,310.4100,3,15,2023-06-06,2023-06-21,620.8200,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2024,GAXCMHCAPMMS24002080,24307.3700,2,3,2023-10-20,2023-10-23,24307.3700,low,unreviewed,medium
CH0148449,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002859376,276.0800,2,44,2023-11-07,2023-12-21,276.0800,low,unreviewed,medium
IV0000011993,GALLUP SHS INVESTORS LLC,DEPT OF TRANSPORTATION,2024,GAXDTA24C961,12.5700,2,71,2023-12-26,2024-03-06,12.5700,low,unreviewed,medium
CH0148313,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002947696,108.4600,2,49,2024-02-14,2024-04-03,108.4600,low,unreviewed,medium
IV0000019633,"GC LOGISTICS OF ARIZONA, LLC",DEPT OF VETERANS SERVICES,2024,GAXIV1VSAINV001433276,680.0000,2,42,2024-04-12,2024-05-24,680.0000,low,unreviewed,medium
00010254,"CARE 1ST HEALTH PLAN ARIZONA, INC.",AHCCCS,2025,GAXCMHCAPMMS25001148,14682.7200,2,2,2024-08-26,2024-08-28,14682.7200,low,unreviewed,medium
IV0000035689,MR FISH TRANSPORT,GAME AND FISH DEPARTMENT,2025,GAEIV1GFAPO0000741281,4760.0000,2,28,2025-04-18,2025-05-16,4760.0000,low,unreviewed,medium
CH0066340,NAME REDACTED,DEPT OF CHILD SAFETY,2025,GAXNECHAPY003314518,361.7600,2,25,2025-03-06,2025-03-31,361.7600,low,unreviewed,medium
02026401,YUMA REGIONAL MED CENTER,AHCCCS,2018,GAXCMHCAPMMS18004698,456.9400,2,2,2018-06-18,2018-06-20,456.9400,low,unreviewed,medium
19207301,HERITAGE HEALTH CARE CENT,AHCCCS,2018,GAXHCAPMMS18034035,83.8800,2,119,2017-09-20,2018-01-17,83.8800,low,unreviewed,medium
73908901,WINSLOW INDIAN HLTH CARE,AHCCCS,2018,GAXCMHCAPMMS18001499,90.4700,2,2,2017-10-23,2017-10-25,90.4700,low,unreviewed,medium
00010306,MERCY CARE PLAN,AHCCCS,2018,GAXHCAPMMS18041289,13912.7900,2,1,2017-10-04,2017-10-05,13912.7900,low,unreviewed,medium
30379801,SCOTTSDALE HEALTHCARE HOS,AHCCCS,2021,GAXCMHCAPMMS21001310,76.0000,2,9,2020-09-28,2020-10-07,76.0000,low,unreviewed,medium
CH0133997,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001853591,49.6100,2,44,2021-02-24,2021-04-09,49.6100,low,unreviewed,medium
IV0000002048,CITY OF TEMPE,DEPT OF PUBLIC SAFETY,2021,GAXPSA210000039018,44126.0000,2,55,2021-04-30,2021-06-24,44126.0000,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2023,GAXCMHCAPMMS23001762,2394.6200,2,2,2022-10-31,2022-11-02,2394.6200,low,unreviewed,medium
45483602,CHICAGO MEDICAL TRANSPORT,AHCCCS,2023,GAXNEHCAPMMS23142687,392.9400,2,3,2023-04-17,2023-04-20,392.9400,low,unreviewed,medium
0201231A,FLAGSTAFF MEDICAL CENTER,AHCCCS,2023,GAXCMHCAPMMS23004099,384.1400,2,78,2023-04-13,2023-06-30,384.1400,low,unreviewed,medium
CH0145867,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002655358,894.7200,2,34,2023-04-20,2023-05-24,894.7200,low,unreviewed,medium
95762301,FRESENIUS MEDICAL CARE-AV,AHCCCS,2024,GAXCMHCAPMMS24002677,4159.5500,2,30,2023-11-21,2023-12-21,4159.5500,low,unreviewed,medium
00010166,DCS/CMDP,AHCCCS,2024,GAXCMHCAPMMS24006133,713.9200,2,11,2024-06-14,2024-06-25,713.9200,low,unreviewed,medium
01010422,"BRIDGEWAY HEALTH SOLUTIONS OF ARIZONA, INC.",AHCCCS,2025,GAXCMHCAPMMS25001954,121.7000,2,2,2024-10-15,2024-10-17,121.7000,low,unreviewed,medium
52994302,BANNER THUNDERBIRD MEDICA,AHCCCS,2025,GAXCMHCAPMMS25002051,17.0000,2,2,2024-10-21,2024-10-23,17.0000,low,unreviewed,medium
PCARDWCA0001,PCARD VENDOR WCA,DEPT OF WATER RESOURCES,2025,GAXWCA225US1007,108.6000,2,7,2024-10-25,2024-11-01,108.6000,low,unreviewed,medium
PCARDAGA0001,PCARD VENDOR AGA,ATTORNEY GENERAL (DEPT OF LAW),2025,GAXAGA250000008292,300.0000,4,7,2024-10-23,2024-10-30,900.0000,low,unreviewed,medium
PCARDAHA0001,PCARD VENDOR AHA,DEPT OF AGRICULTURE,2025,GAXAHA22500099,17.3300,2,7,2024-10-24,2024-10-31,17.3300,low,unreviewed,medium
PCARDSDA0001,PCARD VENDOR SDA,SCHOOLS FOR THE DEAF AND THE BLIND,2025,GAXSDA250000008525,417.1700,2,7,2024-10-24,2024-10-31,417.1700,low,unreviewed,medium
16472001,MONUMENT VALLEY HEALTH,AHCCCS,2025,GAXCMHCAPMMS25003615,17.5900,2,2,2025-02-10,2025-02-12,17.5900,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2021,GAXCMHCAPMMS21001082,594.8200,2,2,2020-09-09,2020-09-11,594.8200,low,unreviewed,medium
00110050,"ARIZONA PHYSICIANS IPA, INC.",AHCCCS,2021,GAXCMHCAPMMS21002689,3979.0900,2,6,2020-12-31,2021-01-06,3979.0900,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2021,GAXCMHCAPMMS21002665,11.5900,2,5,2020-12-30,2021-01-04,11.5900,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2021,GAXCMHCAPMMS21004067,3029.2700,2,4,2021-04-09,2021-04-13,3029.2700,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2023,GAXCMHCAPMMS23001278,1510.5400,2,2,2022-10-04,2022-10-06,1510.5400,low,unreviewed,medium
00010158,"ARIZONA PHYSICIANS IPA, INC.",AHCCCS,2023,GAXCMHCAPMMS23001261,512.2900,2,4,2022-09-29,2022-10-03,512.2900,low,unreviewed,medium
01010314,BANNER UNIVERSITY FAMILY CARE,AHCCCS,2023,GAXCMHCAPMMS23001277,25.2900,2,4,2022-09-30,2022-10-04,25.2900,low,unreviewed,medium
20726901,ABDUL MEMON MD PLLC,AHCCCS,2023,GAXCMHCAPMMS22001253,59.2700,2,2,2022-11-16,2022-11-18,59.2700,low,unreviewed,medium
CH0135472,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002918651,52.8500,2,28,2024-01-12,2024-02-09,52.8500,low,unreviewed,medium
08584001,AMERICAN ONCOLOGY PARTNER,AHCCCS,2024,GAXCMHCAPMMS24003523,95.7800,2,4,2024-01-12,2024-01-16,95.7800,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2024,GAXCMHCAPMMS24003676,298.1300,2,1,2024-01-23,2024-01-24,298.1300,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2024,GAXCMHCAPMMS24003649,10562.7100,2,1,2024-01-23,2024-01-24,10562.7100,low,unreviewed,medium
00110306,MERCY CARE PLAN - LTC,AHCCCS,2024,GAXCMHCAPMMS24003623,2674.2200,2,4,2024-01-19,2024-01-23,2674.2200,low,unreviewed,medium
CH0149089,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002890755,295.8000,4,59,2023-12-19,2024-02-16,887.4000,low,unreviewed,medium
00110050,"ARIZONA PHYSICIANS IPA, INC.",AHCCCS,2025,GAXCMHCAPMMS25000545,2136.3900,2,1,2024-07-30,2024-07-31,2136.3900,low,unreviewed,medium
PCARDOSA0001,PCARD VENDOR OSA,BOARD OF OSTEOPATHIC EXAMINERS,2025,GAXOSAPCARD241007,235.0000,2,7,2024-10-23,2024-10-30,235.0000,low,unreviewed,medium
15704101,NORTH PHOENIX DIALYSIS,AHCCCS,2018,GAXCMHCAPMMS18001946,2226.7600,2,9,2017-11-27,2017-12-06,2226.7600,low,unreviewed,medium
07094101,HERITAGE COURT POST ACUTE,AHCCCS,2018,GAXCMHCAPMMS18002490,189.0900,2,23,2018-01-08,2018-01-31,189.0900,low,unreviewed,medium
00010735,CENPATICO INTERGRATED CARE,AHCCCS,2018,GAXCMHCAPMMS18004551,1267.9600,2,3,2018-06-08,2018-06-11,1267.9600,low,unreviewed,medium
00501601,PREMIER INNOVATIVE CARE S,AHCCCS,2021,GAXNEHCAPMMS21021158,27283.3200,2,6,2020-08-26,2020-09-01,27283.3200,low,unreviewed,medium
CH0032103,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002409002,220.8000,2,6,2022-08-04,2022-08-10,220.8000,low,unreviewed,medium
32965901,ARIZONA ALLERGY ASSOC,AHCCCS,2023,GAXCMHCAPMMS23000671,17.1300,2,9,2022-08-22,2022-08-31,17.1300,low,unreviewed,medium
CH0053115,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002498383,703.1600,2,6,2022-11-04,2022-11-10,703.1600,low,unreviewed,medium
CH0010207,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002497725,147.8800,2,10,2022-11-04,2022-11-14,147.8800,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2023,GAXCMHCAPMMS23001879,1577.9800,4,2,2022-11-08,2022-11-10,4733.9400,low,unreviewed,medium
CH0146451,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002716987,43.2000,2,22,2023-07-06,2023-07-28,43.2000,low,unreviewed,medium
CH0146451,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002717150,20.4000,2,22,2023-07-06,2023-07-28,20.4000,low,unreviewed,medium
CH0100498,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002719130,13.2700,2,6,2023-07-07,2023-07-13,13.2700,low,unreviewed,medium
CH0058055,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002724250,313.0300,2,5,2023-07-07,2023-07-12,313.0300,low,unreviewed,medium
00513902,NEW FREEDOM OPS LLC,AHCCCS,2024,GAXCMHCAPMMS24001911,295.6700,2,29,2023-10-10,2023-11-08,295.6700,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2024,GAXCMHCAPMMS24004966,8.9200,2,2,2024-04-01,2024-04-03,8.9200,low,unreviewed,medium
46419902,AMERICAN NATIVE MED TRANS,AHCCCS,2025,GAXNEHCAPMMS25004333,1175.8500,2,65,2024-07-10,2024-09-13,1175.8500,low,unreviewed,medium
PCARDDTA0001,PCARD VENDOR DTA,DEPT OF TRANSPORTATION,2025,GAXDTA25UCARD0606,45.8600,38,3,2024-12-20,2024-12-23,1696.8200,low,unreviewed,medium
CH0152363,NAME REDACTED,DEPT OF CHILD SAFETY,2025,GAXNECHAPY003210180,11.6600,2,24,2024-12-02,2024-12-26,11.6600,low,unreviewed,medium
00010497,STEWARD HEALTH CHOICE ARIZONA INC,AHCCCS,2025,GAXCMHCARMMS25015297,11798.3100,2,8,2024-12-11,2024-12-19,11798.3100,low,unreviewed,medium
3719381D,BHSM REHABILITATION LLC,AHCCCS,2021,GAXCMHCAPMMS21004080,29.2000,2,9,2021-04-12,2021-04-21,29.2000,low,unreviewed,medium
IV0000017474,RDO EQUIPMENT CO,DEPT OF CORRECTIONS,2021,GAXIV1DCAINV000636566,25.9000,2,58,2021-04-28,2021-06-25,25.9000,low,unreviewed,medium
CH0141606,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002419054,148.2000,2,69,2022-08-18,2022-10-26,148.2000,low,unreviewed,medium
IV0000000964,JANI-SERV INV,DEPT OF CHILD SAFETY,2023,GAXIV1CHAINV001072206,234.9000,2,172,2022-12-19,2023-06-09,234.9000,low,unreviewed,medium
00010789,MERCY MARICOPA INTEGRATED CARE,AHCCCS,2023,GAXCMHCAPMMS23002501,505.3600,2,193,2022-12-19,2023-06-30,505.3600,low,unreviewed,medium
CH0129309,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002500679,878.8300,2,45,2022-11-04,2022-12-19,878.8300,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2023,GAXCMHCAPMMS23002606,580.5200,2,2,2022-12-27,2022-12-29,580.5200,low,unreviewed,medium
00010166,DCS/CMDP,AHCCCS,2023,GAXCMHCAPMMS23004277,260.3000,2,16,2023-04-25,2023-05-11,260.3000,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2023,GAXCMHCAPMMS23004168,1801.4700,2,2,2023-04-18,2023-04-20,1801.4700,low,unreviewed,medium
39493201,NATIVE AMERICAN COMM HLTH,AHCCCS,2023,GAXCMHCAPMMS23003866,422.3100,2,15,2023-03-27,2023-04-11,422.3100,low,unreviewed,medium
00010497,STEWARD HEALTH CHOICE ARIZONA INC,AHCCCS,2024,GAXCMHCAPMMS24001064,2086.2500,2,4,2023-08-18,2023-08-22,2086.2500,low,unreviewed,medium
0213531C,SAGE MEMORIAL HOSPITAL,AHCCCS,2024,GAXCMHCAPMMS24002811,30.4500,2,2,2023-11-27,2023-11-29,30.4500,low,unreviewed,medium
09491001,INTEGRITY HOME CARE LLC,AHCCCS,2025,GAXCMHCAPMMS25003072,2748.5800,2,23,2025-01-06,2025-01-29,2748.5800,low,unreviewed,medium
00010735,CENPATICO INTERGRATED CARE,AHCCCS,2018,GAXCMHCAPMMS18001660,6486.0300,2,5,2017-11-03,2017-11-08,6486.0300,low,unreviewed,medium
47257701,SIMONMED IMAGING MESA DRI,AHCCCS,2018,GAXCMHCAPMMS18002158,5.5900,2,79,2017-12-11,2018-02-28,5.5900,low,unreviewed,medium
00010306,MERCY CARE PLAN,AHCCCS,2018,GAXHCAPMMS18041319,27793.9700,2,1,2017-10-04,2017-10-05,27793.9700,low,unreviewed,medium
00010166,DCS/CMDP,AHCCCS,2021,GAXCMHCAPMMS21000575,304.1700,2,11,2020-08-07,2020-08-18,304.1700,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2023,GAXCMHCAPMMS23002120,369.2000,4,5,2022-11-23,2022-11-28,1107.6000,low,unreviewed,medium
CH0145505,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002624876,128.1800,2,58,2023-03-20,2023-05-17,128.1800,low,unreviewed,medium
CH0129729,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002624746,21.6000,4,1,2023-03-16,2023-03-17,64.8000,low,unreviewed,medium
CH0145410,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002745501,23.0500,2,24,2023-07-25,2023-08-18,23.0500,low,unreviewed,medium
IV0000000272,ARIZONA EMERGENCY PRODUCTS INC,DEPT OF PUBLIC SAFETY,2024,GAXIV1PSAINV001250517,0.0100,2,55,2023-08-09,2023-10-03,0.0100,low,unreviewed,medium
5785381A,BODY & SOUL COMM CNSL SRV,AHCCCS,2024,GAXCMHCAPMMS24002405,37.8300,2,10,2023-11-07,2023-11-17,37.8300,low,unreviewed,medium
CH0144174,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002783593,30.4400,2,67,2023-09-07,2023-11-13,30.4400,low,unreviewed,medium
CH0143294,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002928683,11.0800,2,5,2024-02-07,2024-02-12,11.0800,low,unreviewed,medium
7067071D,PHOENIX CHILDRENS HOSP,AHCCCS,2024,GAXCMHCAPMMS24005646,105.0000,2,2,2024-05-13,2024-05-15,105.0000,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2024,GAXCMHCAPMMS24005559,1474.9100,4,2,2024-05-07,2024-05-09,4424.7300,low,unreviewed,medium
00010497,STEWARD HEALTH CHOICE ARIZONA INC,AHCCCS,2025,GAXCMHCAPMMS25000901,4104.8200,2,2,2024-08-12,2024-08-14,4104.8200,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2025,GAXCMHCAPMMS25000947,1463.3200,2,2,2024-08-14,2024-08-16,1463.3200,low,unreviewed,medium
GHOSTDJA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) DJA,DEPT OF JUVENILE CORRECTIONS,2025,GAXDJAGHOSTSEP24JH,454.5200,2,11,2024-10-24,2024-11-04,454.5200,low,unreviewed,medium
22713801,SOUND PHYSICIANS EMERGENC,AHCCCS,2025,GAXCMHCAPMMS25003689,231.8900,2,8,2025-02-18,2025-02-26,231.8900,low,unreviewed,medium
CH0145619,NAME REDACTED,DEPT OF CHILD SAFETY,2025,GAXNECHAPY003205287,207.2900,2,95,2024-11-08,2025-02-11,207.2900,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2025,GAXCMHCAPMMS25004917,7849.9800,2,2,2025-05-05,2025-05-07,7849.9800,low,unreviewed,medium
CH0113417,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001899012,464.9400,2,23,2021-04-07,2021-04-30,464.9400,low,unreviewed,medium
CH0138879,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002380403,24.2300,2,26,2022-07-08,2022-08-03,24.2300,low,unreviewed,medium
