vendor_id_code,payee,agency,fiscal_year,transaction_reference_id,amount,distinct_txns,day_span,first_date,last_date,exposure,severity,status,confidence
CH0050192,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002878947,209.8800,2,6,2023-12-06,2023-12-12,209.8800,low,unreviewed,medium
CH0107441,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002961373,192.3900,2,6,2024-03-06,2024-03-12,192.3900,low,unreviewed,medium
91636401,POSITIVE MEDICAL SUPPLY,AHCCCS,2024,GAXCMHCAPMMS24005836,159.1400,2,15,2024-05-28,2024-06-12,159.1400,low,unreviewed,medium
91636401,POSITIVE MEDICAL SUPPLY,AHCCCS,2024,GAXCMHCAPMMS24005836,12.3000,2,15,2024-05-28,2024-06-12,12.3000,low,unreviewed,medium
08330001,VERACITY HEALTH SOLUTIONS,AHCCCS,2025,GAXNEHCAPMMS24017560,247.1500,3,12,2025-06-06,2025-06-18,494.3000,low,unreviewed,medium
00010422,HEALTH NET ACCESS,AHCCCS,2018,GAXCMHCAPMMS18000335,85373.9600,2,7,2017-07-28,2017-08-04,85373.9600,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2021,GAXCMHCAPMMS21000428,74.7500,2,2,2020-07-27,2020-07-29,74.7500,low,unreviewed,medium
00010500,"MAGELLAN COMPLETE CARE OF ARIZONA, INC",AHCCCS,2023,GAXCMHCAPMMS23003303,357.3200,2,2,2023-02-13,2023-02-15,357.3200,low,unreviewed,medium
42768601,VIRTUAL RADIOLOGIC PROF,AHCCCS,2023,GAXCMHCAPMMS23003403,105.5300,2,129,2023-02-21,2023-06-30,105.5300,low,unreviewed,medium
CH0146528,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002684099,42.6600,2,44,2023-05-16,2023-06-29,42.6600,low,unreviewed,medium
58036601,BANNER HEALTH CLINIC PAGE,AHCCCS,2023,GAXCMHCAPMMS23005148,105.8300,2,23,2023-06-07,2023-06-30,105.8300,low,unreviewed,medium
50165201,COVE ASSOCIATES JOINT VENTURE,AHCCCS,2023,GAXCMHCAPMMS23001019,706.8500,2,291,2022-09-12,2023-06-30,706.8500,low,unreviewed,medium
15365501,NORTHERN ARIZONA HPG LLC,AHCCCS,2023,GAXCMHCAPMMS23000908,122.8900,2,297,2022-09-06,2023-06-30,122.8900,low,unreviewed,medium
15365501,NORTHERN ARIZONA HPG LLC,AHCCCS,2023,GAXCMHCAPMMS23000801,31.9600,2,305,2022-08-29,2023-06-30,31.9600,low,unreviewed,medium
10400001,SOUTHERN AZ ANESTHESIA SV,AHCCCS,2024,GAXCMHCAPMMS24001993,1459.8500,2,30,2023-10-18,2023-11-17,1459.8500,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2024,GAXCMHCAPMMS24004172,2489.7200,2,2,2024-02-12,2024-02-14,2489.7200,low,unreviewed,medium
49200902,OPT 1 NUTRITION SOLUTIONS,AHCCCS,2024,GAXCMHCAPMMS24004300,34.3200,2,2,2024-02-20,2024-02-22,34.3200,low,unreviewed,medium
49982901,ANGELIC HOMES LLC,AHCCCS,2021,GAXCMHCAPMMS21000918,188.9100,2,16,2020-08-31,2020-09-16,188.9100,low,unreviewed,medium
50049802,CHANDLER REGIONAL MED.CTR,AHCCCS,2024,GAXCMHCAPMMS24001968,559.1700,2,2,2023-10-10,2023-10-12,559.1700,low,unreviewed,medium
00010497,STEWARD HEALTH CHOICE ARIZONA INC,AHCCCS,2025,GAXCMHCAPMMS25002296,266378.9400,2,13,2024-11-07,2024-11-20,266378.9400,medium,unreviewed,medium
CH0091387,NAME REDACTED,DEPT OF CHILD SAFETY,2025,GAXNECHAPY003276920,149.0000,2,5,2025-02-07,2025-02-12,149.0000,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2025,GAXCMHCAPRG250000054,776494.7100,2,4,2025-04-10,2025-04-14,776494.7100,medium,unreviewed,medium
CH0053245,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002380392,684.5200,2,7,2022-07-07,2022-07-14,684.5200,low,unreviewed,medium
VC0000011095,R & G ENTERPRISES,DEPT OF CHILD SAFETY,2023,GAXCHA2DCR3904,953.2800,2,47,2023-03-24,2023-05-10,953.2800,low,unreviewed,medium
12555601,NEW DAY HEALTH SERVICES,AHCCCS,2024,GAXCMHCAPMMS24003246,378.0200,2,13,2023-12-26,2024-01-08,378.0200,low,unreviewed,medium
CH0036339,NAME REDACTED,DEPT OF CHILD SAFETY,2025,GAXNECHAPY003094948,19.8000,2,82,2024-08-02,2024-10-23,19.8000,low,unreviewed,medium
CH0148460,NAME REDACTED,DEPT OF CHILD SAFETY,2025,GAXNECHAPY003155089,40.8800,2,31,2024-10-04,2024-11-04,40.8800,low,unreviewed,medium
GHOSTGFA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) GFA,GAME AND FISH DEPARTMENT,2025,GAXGFAIERD1024,693.0000,4,7,2024-10-23,2024-10-30,2079.0000,low,unreviewed,medium
00010158,"ARIZONA PHYSICIANS IPA, INC.",AHCCCS,2025,GAXCMHCAPRG250000049,2185526.8400,2,1,2025-04-10,2025-04-11,2185526.8400,high,unreviewed,medium
42096201,I-GROUP MED TRANSPORT,AHCCCS,2025,GAXNEHCAPMMS25121103,140.8800,2,6,2025-04-02,2025-04-08,140.8800,low,unreviewed,medium
0213531D,SAGE MEMORIAL HOSPITAL,AHCCCS,2023,GAXCMHCAPMMS23000749,87.9500,2,16,2022-08-29,2022-09-14,87.9500,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2023,GAXCMHCAPMMS23003226,4640.1300,2,2,2023-02-07,2023-02-09,4640.1300,low,unreviewed,medium
CH0136300,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002626870,40.8000,2,81,2023-03-27,2023-06-16,40.8000,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2024,GAXCMHCAPMMS24000245,242.3500,2,2,2023-07-18,2023-07-20,242.3500,low,unreviewed,medium
00110007,AHCCCS PAYMENTS TO DES (00110007),AHCCCS,2025,GAXCMHCAPMMS25005373,2091.7000,2,20,2025-06-06,2025-06-26,2091.7000,low,unreviewed,medium
84546101,CENTRAL CLINICAL LABS,AHCCCS,2018,GAXCMHCAPMMS18002719,70.7100,2,9,2018-01-22,2018-01-31,70.7100,low,unreviewed,medium
26395801,MARY GROUP HOME LLC,AHCCCS,2018,GAXHCAPMMS18095835,1643.9800,2,7,2018-02-07,2018-02-14,1643.9800,low,unreviewed,medium
00999448,"OPTUMRX PBM OF ILLINOIS, INC",AHCCCS,2023,GAXCMHCAPMMS23005299,4041.7700,2,11,2023-06-19,2023-06-30,4041.7700,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2025,GAXCMHCAPMMS25005628,1775.1000,2,4,2025-06-19,2025-06-23,1775.1000,low,unreviewed,medium
02224101,JOHN C LINCOLN MEDICAL CENTER,AHCCCS,2018,GAXCMHCAPMMS18004097,41.0500,2,2,2018-05-07,2018-05-09,41.0500,low,unreviewed,medium
26780801,YEE/BERNE,AHCCCS,2018,GAXCMHCAPMMS18004276,39.9300,2,10,2018-05-21,2018-05-31,39.9300,low,unreviewed,medium
00010715,HEALTH CHOICE INTERGRATED CARE LLC,AHCCCS,2018,GAXCMHCAPMMS18000212,1262.0900,2,2,2017-07-17,2017-07-19,1262.0900,low,unreviewed,medium
PZ000000045,CELLCO PARTNERSHIP,DEPT OF ECONOMIC SECURITY,2018,GAXDEA2G081860,40.0500,2,4,2018-02-16,2018-02-20,40.0500,low,unreviewed,medium
00010166,DCS/CMDP,AHCCCS,2018,GAXCMHCAPMMS18001127,82.6900,2,12,2017-09-22,2017-10-04,82.6900,low,unreviewed,medium
13161901,DESERT EYE ASSOCIATES LTD,AHCCCS,2018,GAXHCAPMMS18123500,7.3600,2,21,2018-04-04,2018-04-25,7.3600,low,unreviewed,medium
CH0070297,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001840834,762.6000,2,5,2021-02-04,2021-02-09,762.6000,low,unreviewed,medium
45360501,"MOUNTAIN LAND REHAB., INC",AHCCCS,2021,GAXNEHCAPMMS21130967,55.1700,2,7,2021-04-28,2021-05-05,55.1700,low,unreviewed,medium
53009902,BANNER DESERT MEDICAL CEN,AHCCCS,2023,GAXCMHCAPMMS23000385,429.3000,2,9,2022-08-01,2022-08-10,429.3000,low,unreviewed,medium
53125301,ABRAZO ARROWHEAD CAMPUS,AHCCCS,2023,GAXCMHCAPMMS23000386,1480.2600,2,9,2022-08-01,2022-08-10,1480.2600,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2021,GAXCMHCAPMMS21002668,224583.8600,2,5,2020-12-30,2021-01-04,224583.8600,medium,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2023,GAXCMHCAPRG230000041,70267.6600,2,2,2022-11-30,2022-12-02,70267.6600,low,unreviewed,medium
CH0129656,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002533611,79.2000,2,45,2022-12-09,2023-01-23,79.2000,low,unreviewed,medium
10620601,BUILDING RESILIENCE AZ,AHCCCS,2023,GAXNEHCAPMMS23138118,26284.7500,2,6,2023-04-11,2023-04-17,26284.7500,low,unreviewed,medium
16434101,ONE POINT PSYCHIATRIC SER,AHCCCS,2023,GAXCMHCAPMMS23004019,590.3600,2,12,2023-04-08,2023-04-20,590.3600,low,unreviewed,medium
CH0142765,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002652098,305.6600,3,10,2023-04-10,2023-04-20,611.3200,low,unreviewed,medium
CH0137466,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002627903,1087.9200,2,7,2023-04-05,2023-04-12,1087.9200,low,unreviewed,medium
00110050,"ARIZONA PHYSICIANS IPA, INC.",AHCCCS,2024,GAXCMHCAPMMS24000565,983.4500,2,2,2023-07-31,2023-08-02,983.4500,low,unreviewed,medium
CH0143001,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002739056,39.6000,2,27,2023-07-07,2023-08-03,39.6000,low,unreviewed,medium
CH0089197,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002724899,586.9300,2,33,2023-07-07,2023-08-09,586.9300,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2024,GAXCMHCAPMMS24002901,1531.3100,4,1,2023-12-05,2023-12-06,4593.9300,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2024,GAXCMHCAPMMS24004902,79.0600,2,2,2024-03-25,2024-03-27,79.0600,low,unreviewed,medium
CH0137474,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002920565,795.4800,3,54,2024-01-25,2024-03-19,1590.9600,low,unreviewed,medium
40175701,PHOENIX NEUROLOGICAL INST,AHCCCS,2025,GAXNEHCAPMMS25069272,12.4400,2,7,2024-12-04,2024-12-11,12.4400,low,unreviewed,medium
45079201,SANTA CRUZ RADIOLOGY,AHCCCS,2025,GAXNEHCAPMMS25106120,11.3700,2,7,2025-03-05,2025-03-12,11.3700,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2025,GAXCMHCAPMMS25004051,1745.8400,2,2,2025-03-12,2025-03-14,1745.8400,low,unreviewed,medium
32879201,HEART & VASCULAR CNTR OF,AHCCCS,2018,GAXCMHCAPMMS18000093,17.2400,2,2,2017-07-10,2017-07-12,17.2400,low,unreviewed,medium
CH0130861,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001876343,2.8000,2,28,2021-03-05,2021-04-02,2.8000,low,unreviewed,medium
CH0031655,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001844529,513.1400,2,6,2021-02-24,2021-03-02,513.1400,low,unreviewed,medium
CH0053342,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001862159,463.4800,2,6,2021-03-04,2021-03-10,463.4800,low,unreviewed,medium
CH0088014,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002699653,347.5100,2,20,2023-06-06,2023-06-26,347.5100,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2023,GAXCMHCAPMMS23005077,25479.9800,2,25,2023-06-02,2023-06-27,25479.9800,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2024,GAXCMHCAPMMS24002080,8038.5700,2,3,2023-10-20,2023-10-23,8038.5700,low,unreviewed,medium
CH0148325,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002890503,21.0000,2,6,2023-12-15,2023-12-21,21.0000,low,unreviewed,medium
08510501,ST JOSEPHS HOSPITAL AND M,AHCCCS,2024,GAXCMHCAPMMS24003244,87.6700,2,13,2023-12-26,2024-01-08,87.6700,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2024,GAXCMHCAPMMS24005127,2171.3500,2,2,2024-04-10,2024-04-12,2171.3500,low,unreviewed,medium
00110306,MERCY CARE PLAN - LTC,AHCCCS,2025,GAXCMHCAPMMS25000776,3035.1900,2,3,2024-08-05,2024-08-08,3035.1900,low,unreviewed,medium
CH0129665,NAME REDACTED,DEPT OF CHILD SAFETY,2025,GAXNECHAPY003107512,404.4200,2,79,2024-08-05,2024-10-23,404.4200,low,unreviewed,medium
CH0150400,NAME REDACTED,DEPT OF CHILD SAFETY,2025,GAXNECHAPY003115005,130.2000,2,25,2024-08-05,2024-08-30,130.2000,low,unreviewed,medium
00563801,BANNER-UNIV MED GROUP,AHCCCS,2025,GAXCMHCAPMMS25002451,302.2200,2,2,2024-11-18,2024-11-20,302.2200,low,unreviewed,medium
00010497,STEWARD HEALTH CHOICE ARIZONA INC,AHCCCS,2025,GAXCMHCARIMS25015493,409.5900,2,3,2024-12-23,2024-12-26,409.5900,low,unreviewed,medium
00491201,EMMARIE BEHAVIORAL HOME C,AHCCCS,2025,GAXCMHCAPMMS25004232,1177.5100,2,15,2025-03-25,2025-04-09,1177.5100,low,unreviewed,medium
62144201,LABENZ/MICHAEL J,AHCCCS,2018,GAXHCAPMMS18031853,7.5000,2,106,2017-09-13,2017-12-28,7.5000,low,unreviewed,medium
24196101,MOUNTAIN VISTA MED CTR,AHCCCS,2018,GAXCMHCAPMMS18000003,2216.4800,2,7,2017-07-05,2017-07-12,2216.4800,low,unreviewed,medium
26395801,MARY GROUP HOME LLC,AHCCCS,2018,GAXHCAPMMS18095835,230.7900,2,7,2018-02-07,2018-02-14,230.7900,low,unreviewed,medium
00010306,MERCY CARE PLAN,AHCCCS,2018,GAXHCAPMMS18039624,44807.7600,2,1,2017-10-04,2017-10-05,44807.7600,low,unreviewed,medium
VC0000002046,AT&T INFORMATION SYSTEMS INC,ATTORNEY GENERAL (DEPT OF LAW),2018,GAXAGA180000014997,289.1700,4,41,2017-10-03,2017-11-13,867.5100,low,unreviewed,medium
CH0120278,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001901491,145.1400,2,56,2021-04-07,2021-06-02,145.1400,low,unreviewed,medium
CH0097048,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001906959,464.9400,2,23,2021-04-07,2021-04-30,464.9400,low,unreviewed,medium
12577401,PATEL/BIREN M,AHCCCS,2021,GAXCMHCAPMMS21004889,90.0000,2,9,2021-06-14,2021-06-23,90.0000,low,unreviewed,medium
CH0136083,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001923043,280.9100,2,42,2021-05-05,2021-06-16,280.9100,low,unreviewed,medium
CH0143377,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002421958,641.4200,2,52,2022-09-06,2022-10-28,641.4200,low,unreviewed,medium
CH0142516,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002421723,914.5200,4,21,2022-09-01,2022-09-22,2743.5600,low,unreviewed,medium
09202501,PUTTING U FIRST LLC,AHCCCS,2023,GAXNEHCAPMMS23059435,4436.2100,2,7,2022-11-02,2022-11-09,4436.2100,low,unreviewed,medium
58039901,SCOTTSDALE HEART GROUP,AHCCCS,2023,GAXCMHCAPMMS23001780,39.1800,2,2,2022-10-31,2022-11-02,39.1800,low,unreviewed,medium
CH0129955,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002539235,8.6400,2,6,2023-01-06,2023-01-12,8.6400,low,unreviewed,medium
80531801,POWER ROAD DIALYSIS,AHCCCS,2023,GAXCMHCAPMMS23004023,686.2500,2,9,2023-04-08,2023-04-17,686.2500,low,unreviewed,medium
CH0111214,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002629878,155.2000,2,7,2023-04-10,2023-04-17,155.2000,low,unreviewed,medium
00010166,DCS/CMDP,AHCCCS,2023,GAXCMHCAPMMS23003753,1178.0600,2,24,2023-03-17,2023-04-10,1178.0600,low,unreviewed,medium
CH0040002,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002629415,231.8600,3,8,2023-04-10,2023-04-18,463.7200,low,unreviewed,medium
35059901,GALLUP MED FLIGHT,AHCCCS,2024,GAXCMHCAPMMS24000799,1041.6900,2,2,2023-08-07,2023-08-09,1041.6900,low,unreviewed,medium
07340602,LATRIKUNDA TRANS SVCS.,AHCCCS,2024,GAXNEHCAPMMS24073277,1778.9800,2,6,2023-12-06,2023-12-12,1778.9800,low,unreviewed,medium
CH0142927,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002882189,400.2300,2,5,2023-12-06,2023-12-11,400.2300,low,unreviewed,medium
0201071B,MARICOPA MEDICAL CENTER,AHCCCS,2024,GAXCMHCAPMMS24005377,2750.0500,2,9,2024-04-29,2024-05-08,2750.0500,low,unreviewed,medium
56013801,COMMUNITY MED - MESA MAIN,AHCCCS,2024,GAXCMHCAPMMS24005290,140.8800,2,30,2024-04-22,2024-05-22,140.8800,low,unreviewed,medium
7067071D,PHOENIX CHILDRENS HOSP,AHCCCS,2024,GAXCMHCAPMMS24005935,106.2800,2,2,2024-06-03,2024-06-05,106.2800,low,unreviewed,medium
CH0152092,NAME REDACTED,DEPT OF CHILD SAFETY,2025,GAXNECHAPY003140511,48.9800,2,27,2024-09-05,2024-10-02,48.9800,low,unreviewed,medium
GHOSTGFA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) GFA,GAME AND FISH DEPARTMENT,2025,GAXGFAFOR61024AMIE,159.7900,2,7,2024-10-23,2024-10-30,159.7900,low,unreviewed,medium
GHOSTDEA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) DEA,DEPT OF ECONOMIC SECURITY,2025,GAXDEA2A341335,17.0100,2,7,2024-10-24,2024-10-31,17.0100,low,unreviewed,medium
GHOSTDEA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) DEA,DEPT OF ECONOMIC SECURITY,2025,GAXDEA2A341335,226.7600,2,7,2024-10-24,2024-10-31,226.7600,low,unreviewed,medium
GHOSTCDA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) CDA,EARLY CHILDHOOD DEVELOP AND HEALTH BOARD,2025,GAXCDA250000008430,120.1800,2,7,2024-10-24,2024-10-31,120.1800,low,unreviewed,medium
PCARDHDA0001,PCARD VENDOR HDA,DEPT OF HOUSING,2025,GAXHDA2CA60898,71.3100,2,7,2024-10-25,2024-11-01,71.3100,low,unreviewed,medium
GHOSTGFA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) GFA,GAME AND FISH DEPARTMENT,2025,GAXGFADOHQCOMM1024,468.9800,2,7,2024-10-23,2024-10-30,468.9800,low,unreviewed,medium
PCARDGFA0001,PCARD VENDOR GFA,GAME AND FISH DEPARTMENT,2025,GAXGFAASMITH1024,90.0000,2,7,2024-10-24,2024-10-31,90.0000,low,unreviewed,medium
GHOSTDEA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) DEA,DEPT OF ECONOMIC SECURITY,2025,GAXDEA2A341335,138.4600,6,7,2024-10-24,2024-10-31,692.3000,low,unreviewed,medium
35092601,CARECORE MEDICAL,AHCCCS,2018,GAXCMHCAPMMS18002708,70.1600,2,2,2018-01-22,2018-01-24,70.1600,low,unreviewed,medium
07271001,PINETOP VOL FIRE DEPT.,AHCCCS,2018,GAXCMHCAPMMS18004053,777.1600,2,9,2018-05-07,2018-05-16,777.1600,low,unreviewed,medium
04684201,BLACK RIDGE PHYSICAL THER,AHCCCS,2018,GAXHCAPMMS18124325,919.4900,2,37,2018-04-11,2018-05-18,919.4900,low,unreviewed,medium
20999201,LIVI MEDICAL SERVICES PLL,AHCCCS,2018,GAXHCAPMMS18113294,2.5400,2,49,2018-03-14,2018-05-02,2.5400,low,unreviewed,medium
PZ000020938,"AMENT PROFESSIONAL SERVICES\, LLC",PARKS BOARD,2018,PRCPZ1PRAPR0000764582,1040.0000,2,80,2018-03-05,2018-05-24,1040.0000,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2021,GAXCMHCAPMMS21002663,25.5700,2,5,2020-12-30,2021-01-04,25.5700,low,unreviewed,medium
CH0089096,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001913758,20.8500,2,48,2021-04-09,2021-05-27,20.8500,low,unreviewed,medium
CH0120444,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001851138,7.8000,3,49,2021-02-18,2021-04-08,15.6000,low,unreviewed,medium
00010254,"CARE 1ST HEALTH PLAN ARIZONA, INC.",AHCCCS,2023,GAXCMHCAPMMS23001303,325.8500,2,41,2022-10-04,2022-11-14,325.8500,low,unreviewed,medium
CH0143604,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002506792,290.8800,8,6,2022-11-17,2022-11-23,2036.1600,low,unreviewed,medium
00010166,DCS/CMDP,AHCCCS,2023,GAXCMHCAPMMS23003156,3107.2700,2,7,2023-02-03,2023-02-10,3107.2700,low,unreviewed,medium
CH0142665,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002569098,48.9800,2,3,2023-02-07,2023-02-10,48.9800,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2024,GAXCMHCAPMMS24001719,536.6200,2,2,2023-09-25,2023-09-27,536.6200,low,unreviewed,medium
CH0148810,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002919032,66.3000,2,3,2024-01-16,2024-01-19,66.3000,low,unreviewed,medium
57770101,PREFERRED PODIATRY GROUP,AHCCCS,2024,GAXCMHCAPMMS24002916,6.3300,2,34,2023-12-05,2024-01-08,6.3300,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2024,GAXCMHCAPMMS24003649,12175.6000,2,1,2024-01-23,2024-01-24,12175.6000,low,unreviewed,medium
31747201,KALMED LLC,AHCCCS,2024,GAXNEHCAPMMS24089440,11.8200,2,6,2024-01-16,2024-01-22,11.8200,low,unreviewed,medium
12527801,CHANDLER POST ACUTE & REH,AHCCCS,2024,GAXCMHCAPMMS24005382,150.1600,2,9,2024-04-29,2024-05-08,150.1600,low,unreviewed,medium
29696501,COMMUNITY MED SVC-NW TUCS,AHCCCS,2025,GAXCMHCAPMMS24002570,99.7000,2,2,2024-07-24,2024-07-26,99.7000,low,unreviewed,medium
00010158,"ARIZONA PHYSICIANS IPA, INC.",AHCCCS,2025,GAXCMHCAPMMS25000419,707.2900,2,2,2024-07-23,2024-07-25,707.2900,low,unreviewed,medium
00110306,MERCY CARE PLAN - LTC,AHCCCS,2025,GAXCMHCAPMMS25000612,728.3900,2,1,2024-07-30,2024-07-31,728.3900,low,unreviewed,medium
01110313,BANNER UNIVERSITY CARE ADVANTAGE,AHCCCS,2025,GAXCMHCAPMMS25000575,7558.4500,2,1,2024-07-30,2024-07-31,7558.4500,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2025,GAXCMHCAPMMS25001686,4572.1800,2,2,2024-09-30,2024-10-02,4572.1800,low,unreviewed,medium
32097102,DAY AND NIGHT MED TRANS,AHCCCS,2025,GAXNEHCAPMMS25046090,30.4500,2,7,2024-10-09,2024-10-16,30.4500,low,unreviewed,medium
52994302,BANNER THUNDERBIRD MEDICA,AHCCCS,2025,GAXCMHCAPMMS25003128,114.8900,2,2,2025-01-06,2025-01-08,114.8900,low,unreviewed,medium
00010715,HEALTH CHOICE INTERGRATED CARE LLC,AHCCCS,2018,GAXCMHCAPMMS18003861,500.8300,2,6,2018-04-17,2018-04-23,500.8300,low,unreviewed,medium
00010497,STEWARD HEALTH CHOICE ARIZONA INC,AHCCCS,2021,GAXCMHCAPMMS21000768,606.8900,2,2,2020-08-19,2020-08-21,606.8900,low,unreviewed,medium
00999448,"OPTUMRX PBM OF ILLINOIS, INC",AHCCCS,2021,GAXCMHCAPMMS21004507,11365.9000,2,1,2021-05-11,2021-05-12,11365.9000,low,unreviewed,medium
CH0131377,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001938464,2.1000,2,6,2021-05-12,2021-05-18,2.1000,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2021,GAXCMHCAPMMS21004551,952.8700,2,4,2021-05-13,2021-05-17,952.8700,low,unreviewed,medium
CH0054640,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002481061,924.3900,2,10,2022-11-04,2022-11-14,924.3900,low,unreviewed,medium
CH0141064,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002655963,62.5000,2,7,2023-04-24,2023-05-01,62.5000,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2024,GAXCMHCAPMMS24000078,727.0600,2,2,2023-07-12,2023-07-14,727.0600,low,unreviewed,medium
CH0073772,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002722978,70.9100,3,13,2023-07-07,2023-07-20,141.8200,low,unreviewed,medium
08739801,TERIS HEALTH SERVICES,AHCCCS,2024,GAXNEHCAPMMS24000360,1892.1800,3,13,2023-07-13,2023-07-26,3784.3600,low,unreviewed,medium
83651201,SAN LUIS WALK-IN CLINIC,AHCCCS,2024,GAXCMHCAPMMS24004075,46.7200,2,2,2024-02-05,2024-02-07,46.7200,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2025,GAXCMHCAPMMS25001236,58.6200,2,5,2024-08-30,2024-09-04,58.6200,low,unreviewed,medium
00010789,MERCY MARICOPA INTEGRATED CARE,AHCCCS,2021,GAXNEHCAPMMS21008922,242.2800,3,12,2020-07-23,2020-08-04,484.5600,low,unreviewed,medium
CH0017719,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001841662,1108.2500,2,81,2021-02-04,2021-04-26,1108.2500,low,unreviewed,medium
96088001,MEDENVIOS HEALTHCARE,AHCCCS,2021,GAXNEHCAPMMS21064291,0.1600,2,6,2020-11-25,2020-12-01,0.1600,low,unreviewed,medium
58724101,FRESENIUS KIDNEY CARE,AHCCCS,2023,GAXCMHCAPMMS23002498,506.2700,2,17,2022-12-19,2023-01-05,506.2700,low,unreviewed,medium
CH0143991,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002505225,216.9200,2,38,2022-11-09,2022-12-17,216.9200,low,unreviewed,medium
CH0141935,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002504882,15.1500,2,48,2022-11-09,2022-12-27,15.1500,low,unreviewed,medium
45483602,CHICAGO MEDICAL TRANSPORT,AHCCCS,2023,GAXNEHCAPMMS23143931,38.7300,2,3,2023-04-17,2023-04-20,38.7300,low,unreviewed,medium
