entity_key,parent_key,parent_name,method,confidence,group_size
"VASTCO, INC.",VASTCO INC,VASTCO INC,norm_exact,high,2
"VASTCO\, INC.","VASTCO\, INC.","VASTCO\, INC.",parent,singleton,1
VECTOR SCHOOL DISTRICT INC,VECTOR SCHOOL DISTRICT INC,VECTOR SCHOOL DISTRICT INC,parent,singleton,1
VEER CONSULTING LLC,VEER CONSULTING LLC,VEER CONSULTING LLC,parent,singleton,1
VENTRAQ CORPORATION,VENTRAQ CORPORATION,VENTRAQ CORPORATION,parent,singleton,1
VEOLIA WTS SOLUTIONS USA INC,VEOLIA WTS SOLUTIONS USA INC,VEOLIA WTS SOLUTIONS USA INC,parent,singleton,1
VERDE NATURAL RESOURCE CONSERVATION DISTRICT,VERDE NATURAL RESOURCE CONSERVATION DISTRICT,VERDE NATURAL RESOURCE CONSERVATION DISTRICT,parent,singleton,1
VERDE PLAZA ASSOCIATES OF COTTONWOOD LLC,VERDE PLAZA ASSOCIATES OF COTTONWOOD LLC,VERDE PLAZA ASSOCIATES OF COTTONWOOD LLC,parent,singleton,1
VERDE VALLEY FAIR,VERDE VALLEY FAIR,VERDE VALLEY FAIR,parent,singleton,1
VERDE VALLEY FIRE DISTRICT,VERDE VALLEY FIRE DISTRICT,VERDE VALLEY FIRE DISTRICT,parent,singleton,1
VERDE VALLEY MEDICAL CENTER,VERDE VALLEY MEDICAL CENTER,VERDE VALLEY MEDICAL CENTER,parent,singleton,1
VERDE VALLEY MEDICAL CTR.,VERDE VALLEY MEDICAL CTR.,VERDE VALLEY MEDICAL CTR.,parent,singleton,1
"VERDE VALLEY REGIONAL ECONOMIC ORGANIZATION, INC.","VERDE VALLEY REGIONAL ECONOMIC ORGANIZATION, INC.","VERDE VALLEY REGIONAL ECONOMIC ORGANIZATION, INC.",parent,singleton,1
VERDE VALLEY SANCTUARY,VERDE VALLEY SANCTUARY,VERDE VALLEY SANCTUARY,parent,singleton,1
VEREGY DER & ELECTRICAL LLC,VEREGY DER & ELECTRICAL LLC,VEREGY DER & ELECTRICAL LLC,parent,singleton,1
VEREGY WEST LLC,VEREGY WEST LLC,VEREGY WEST LLC,parent,singleton,1
VERITAS PREPARATORY ACADEMY,VERITAS PREPARATORY ACADEMY,VERITAS PREPARATORY ACADEMY,parent,singleton,1
VERITIV OPERATING COMPANY,VERITIV OPERATING COMPANY,VERITIV OPERATING COMPANY,parent,singleton,1
"VERITRACE, INC.","VERITRACE, INC.","VERITRACE, INC.",parent,singleton,1
VERIZON WIRELESS SERVICE LLC,VERIZON WIRELESS SERVICE LLC,VERIZON WIRELESS SERVICE LLC,parent,singleton,1
VERMEER SALES SOUTHWEST INC,VERMEER SALES SOUTHWEST INC,VERMEER SALES SOUTHWEST INC,parent,singleton,1
VERN LEWIS WELDING SUPPLY INC,VERN LEWIS WELDING SUPPLY INC,VERN LEWIS WELDING SUPPLY INC,parent,singleton,1
VERNON ELEMENTARY SCHOOL DISTRICT NO 9,VERNON ELEMENTARY SCHOOL DISTRICT NO 9,VERNON ELEMENTARY SCHOOL DISTRICT NO 9,parent,singleton,1
VERNON FIRE DISTRICT,VERNON FIRE DISTRICT,VERNON FIRE DISTRICT,parent,singleton,1
VERSATERM PUBLIC SAFETY US INC,VERSATERM PUBLIC SAFETY US INC,VERSATERM PUBLIC SAFETY US INC,parent,singleton,1
VERUS ANALYTICS LLC,VERUS ANALYTICS LLC,VERUS ANALYTICS LLC,parent,singleton,1
VERUS FINANCIAL LLC,VERUS FINANCIAL LLC,VERUS FINANCIAL LLC,parent,singleton,1
VESTRA LABS LLC,VESTRA LABS LLC,VESTRA LABS LLC,parent,singleton,1
VETERANS 5-9.,VETERANS 5-9.,VETERANS 5-9.,parent,singleton,1
VH TRUCKING LLC,VH TRUCKING LLC,VH TRUCKING LLC,parent,singleton,1
VHS ACQUISITION SUBSIDIARY NUMBER 8 INC,VHS ACQUISITION SUBSIDIARY NUMBER 8 INC,VHS ACQUISITION SUBSIDIARY NUMBER 8 INC,parent,singleton,1
VIA LINDA BEHAVIORAL HOSP,VIA LINDA BEHAVIORAL HOSP,VIA LINDA BEHAVIORAL HOSP,parent,singleton,1
VICIT LLC,VICIT LLC,VICIT LLC,parent,singleton,1
VICTIM WITNESS SERVICES FOR COCONINO COUNTY,VICTIM WITNESS SERVICES FOR COCONINO COUNTY,VICTIM WITNESS SERVICES FOR COCONINO COUNTY,parent,singleton,1
VICTOR DAD,VICTOR DAD,VICTOR DAD,parent,singleton,1
VICTORY COLLEGIATE ACADEMY CORPORATION,VICTORY COLLEGIATE ACADEMY CORPORATION,VICTORY COLLEGIATE ACADEMY CORPORATION,parent,singleton,1
VICTORY COMMUNITY CHURCH,VICTORY COMMUNITY CHURCH,VICTORY COMMUNITY CHURCH,parent,singleton,1
VIDLER WATER CO,VIDLER WATER CO,VIDLER WATER CO,parent,singleton,1
VIEWPOINT HEALTHCARE INC,VIEWPOINT HEALTHCARE INC,VIEWPOINT HEALTHCARE INC,parent,singleton,1
VIKEN DETECTION CORPORATION,VIKEN DETECTION CORPORATION,VIKEN DETECTION CORPORATION,parent,singleton,1
VIKING CIVES MIDWEST,VIKING CIVES MIDWEST,VIKING CIVES MIDWEST,parent,singleton,1
VIKING SPECIALTY CONTRACTING,VIKING SPECIALTY CONTRACTING,VIKING SPECIALTY CONTRACTING,parent,singleton,1
VILLA GRANDE DWID,VILLA GRANDE DWID,VILLA GRANDE DWID,parent,singleton,1
VILLAGE MENTORS,VILLAGE MENTORS,VILLAGE MENTORS,parent,singleton,1
VILLAGE OF OAKCREEK ASSOCIATION,VILLAGE OF OAKCREEK ASSOCIATION,VILLAGE OF OAKCREEK ASSOCIATION,parent,singleton,1
VILLAS ON LAKE MARY LLC,VILLAS ON LAKE MARY LLC,VILLAS ON LAKE MARY LLC,parent,singleton,1
VINEYARD CHURCH OF NORTH PHOENIX,VINEYARD CHURCH OF NORTH PHOENIX,VINEYARD CHURCH OF NORTH PHOENIX,parent,singleton,1
"VINTAGE PARTNERS 2.0, LLC","VINTAGE PARTNERS 2.0, LLC","VINTAGE PARTNERS 2.0, LLC",parent,singleton,1
VIOLENT FEMMES TOURING INC,VIOLENT FEMMES TOURING INC,VIOLENT FEMMES TOURING INC,parent,singleton,1
VIRGINIA WELLNESS LLC,VIRGINIA WELLNESS LLC,VIRGINIA WELLNESS LLC,parent,singleton,1
VIRTRA SYSTEMS,VIRTRA SYSTEMS,VIRTRA SYSTEMS,parent,singleton,1
VIRTUE DETOX LLC,VIRTUE DETOX LLC,VIRTUE DETOX LLC,parent,singleton,1
VIRTUE RECOVERY CENTER,VIRTUE RECOVERY CENTER,VIRTUE RECOVERY CENTER,parent,singleton,1
VISIT MESA,VISIT MESA,VISIT MESA,parent,singleton,1
VISTA COLLEGE PREPARATORY INC,VISTA COLLEGE PREPARATORY INC,VISTA COLLEGE PREPARATORY INC,parent,singleton,1
"VISTA PEDIATRICS, PLLC","VISTA PEDIATRICS, PLLC","VISTA PEDIATRICS, PLLC",parent,singleton,1
VISUS ENGINEERING CONSTRUCTION INC,VISUS ENGINEERING CONSTRUCTION INC,VISUS ENGINEERING CONSTRUCTION INC,parent,singleton,1
VITAL HEALTH AND WELLNESS,VITAL HEALTH AND WELLNESS,VITAL HEALTH AND WELLNESS,parent,singleton,1
VIVRE,VIVRE,VIVRE,parent,singleton,1
VIVRE HOUSING LLC,VIVRE HOUSING LLC,VIVRE HOUSING LLC,parent,singleton,1
VIZIENT INC,VIZIENT INC,VIZIENT INC,parent,singleton,1
VODAFONE AIRTOUCH LICENSES LLC,VODAFONE AIRTOUCH LICENSES LLC,VODAFONE AIRTOUCH LICENSES LLC,parent,singleton,1
VOTE FOR LOPEZ,VOTE FOR LOPEZ,VOTE FOR LOPEZ,parent,singleton,1
VOTE SAPIR,VOTE SAPIR,VOTE SAPIR,parent,singleton,1
VOYAGER AT WHITE MOUNTAIN LAKE WATER COMPANY INC,VOYAGER AT WHITE MOUNTAIN LAKE WATER COMPANY INC,VOYAGER AT WHITE MOUNTAIN LAKE WATER COMPANY INC,parent,singleton,1
VOYAGER FLEET SYSTEMS INC,VOYAGER FLEET SYSTEMS INC,VOYAGER FLEET SYSTEMS INC,parent,singleton,1
VOYAGER INDUSTRIES LLC,VOYAGER INDUSTRIES LLC,VOYAGER INDUSTRIES LLC,parent,singleton,1
VSS INTERNATIONAL,VSS INTERNATIONAL,VSS INTERNATIONAL,parent,singleton,1
VTI ENTERPRISES LLC,VTI ENTERPRISES LLC,VTI ENTERPRISES LLC,parent,singleton,1
VULCAN ENGINEERING COMPANY INC,VULCAN ENGINEERING COMPANY INC,VULCAN ENGINEERING COMPANY INC,parent,singleton,1
VWR INTERNATIONAL LLC,VWR INTERNATIONAL LLC,VWR INTERNATIONAL LLC,parent,singleton,1
W.M.A.T:RAINBOW TREATMENT,W.M.A.T:RAINBOW TREATMENT,W.M.A.T:RAINBOW TREATMENT,parent,singleton,1
WAHEGURU ENTERPRISES LLC,WAHEGURU ENTERPRISES LLC,WAHEGURU ENTERPRISES LLC,parent,singleton,1
WAHEGURU STORE LLC,WAHEGURU STORE LLC,WAHEGURU STORE LLC,parent,singleton,1
WALGREEN CO,WALGREEN CO,WALGREEN CO,parent,singleton,1
WALMART INC,WALMART INC,WALMART INC,parent,singleton,1
WALNUT CREEK WATER COMPANY INC,WALNUT CREEK WATER COMPANY INC,WALNUT CREEK WATER COMPANY INC,parent,singleton,1
WALTER INVESTMENT MANAGEMENT CORP.,WALTER INVESTMENT MANAGEMENT CORP.,WALTER INVESTMENT MANAGEMENT CORP.,parent,singleton,1
WARNER ANGLE HALLAM JACKSON & FORMANEK PLC,WARNER ANGLE HALLAM JACKSON & FORMANEK PLC,WARNER ANGLE HALLAM JACKSON & FORMANEK PLC,parent,singleton,1
WARRIOR HEALING PROJECT,WARRIOR HEALING PROJECT,WARRIOR HEALING PROJECT,parent,singleton,1
WATER UTILITIES COMMUNITY FACILITIES DISTRICT,WATER UTILITIES COMMUNITY FACILITIES DISTRICT,WATER UTILITIES COMMUNITY FACILITIES DISTRICT,parent,singleton,1
WATERFORD RESEARCH INSTITUTE,WATERFORD RESEARCH INSTITUTE,WATERFORD RESEARCH INSTITUTE,parent,singleton,1
WATERMAN SENIOR APARTMENTS LLC,WATERMAN SENIOR APARTMENTS LLC,WATERMAN SENIOR APARTMENTS LLC,parent,singleton,1
WATTEL AND YORK LLC,WATTEL AND YORK LLC,WATTEL AND YORK LLC,parent,singleton,1
WAV ELECTRIC LLC,WAV ELECTRIC LLC,WAV ELECTRIC LLC,parent,singleton,1
WEAVER INVESTMENT LLC,WEAVER INVESTMENT LLC,WEAVER INVESTMENT LLC,parent,singleton,1
WEBER WATER RESOURCES LLC,WEBER WATER RESOURCES LLC,WEBER WATER RESOURCES LLC,parent,singleton,1
WEIL GOTSHAL & MANGES LLP,WEIL GOTSHAL & MANGES LLP,WEIL GOTSHAL & MANGES LLP,parent,singleton,1
WELDON WILLIAMS & LICK INC,WELDON WILLIAMS & LICK INC,WELDON WILLIAMS & LICK INC,parent,singleton,1
WELLINGTON CONSULTING GROUP LTD,WELLINGTON CONSULTING GROUP LTD,WELLINGTON CONSULTING GROUP LTD,parent,singleton,1
WELLS FARGO & CO,WELLS FARGO BANK NA,WELLS FARGO BANK NA,norm_exact+token_subset,high,4
WELLS FARGO BANK NA,WELLS FARGO BANK NA,WELLS FARGO BANK NA,parent,high,4
"WELLS FARGO BANK, N.A.",WELLS FARGO BANK NA,WELLS FARGO BANK NA,norm_exact+token_subset,high,4
"WELLS FARGO BANK\, N.A.",WELLS FARGO BANK NA,WELLS FARGO BANK NA,norm_exact+token_subset,high,4
WELLS OF HOPE,WELLS OF HOPE,WELLS OF HOPE,parent,singleton,1
WENDEN ELEMENTARY SCHOOL,WENDEN ELEMENTARY SCHOOL,WENDEN ELEMENTARY SCHOOL,parent,singleton,1
WESCO DISTRIBUTION,WESCO DISTRIBUTION,WESCO DISTRIBUTION,parent,singleton,1
WESLEY MEHL,WESLEY MEHL,WESLEY MEHL,parent,singleton,1
WEST COAST ARBORISTS INC,WEST COAST ARBORISTS INC,WEST COAST ARBORISTS INC,parent,singleton,1
WEST FOREST INCORPORATED,WEST FOREST INCORPORATED,WEST FOREST INCORPORATED,parent,singleton,1
WEST GILBERT CHARTER ELEMENTARY SCHOOL INC,WEST GILBERT CHARTER ELEMENTARY SCHOOL INC,WEST GILBERT CHARTER ELEMENTARY SCHOOL INC,parent,singleton,1
WEST GILBERT CHARTER MIDDLE SCHOOL INC,WEST GILBERT CHARTER MIDDLE SCHOOL INC,WEST GILBERT CHARTER MIDDLE SCHOOL INC,parent,singleton,1
WEST POINT APARTMENTS II LP,WEST POINT APARTMENTS II LP,WEST POINT APARTMENTS II LP,parent,singleton,1
WEST PUBLISHING CORP,WEST PUBLISHING CORP,WEST PUBLISHING CORP,parent,singleton,1
WEST SAFETY SERVICES INC,WEST SAFETY SERVICES INC,WEST SAFETY SERVICES INC,parent,singleton,1
WEST SAFETY SOLUTIONS CORP,WEST SAFETY SOLUTIONS CORP,WEST SAFETY SOLUTIONS CORP,parent,singleton,1
WEST TEXAS COMMERCIAL PROPERTIES LLC,WEST TEXAS COMMERCIAL PROPERTIES LLC,WEST TEXAS COMMERCIAL PROPERTIES LLC,parent,singleton,1
WEST VALLEY ARTS AND TECHNOLOGY ACADEMY INC,WEST VALLEY ARTS AND TECHNOLOGY ACADEMY INC,WEST VALLEY ARTS AND TECHNOLOGY ACADEMY INC,parent,singleton,1
WESTBROOK VILLAGE GOLF CLUB,WESTBROOK VILLAGE GOLF CLUB,WESTBROOK VILLAGE GOLF CLUB,parent,singleton,1
WESTCARE ARIZONA I INC,WESTCARE ARIZONA I INC,WESTCARE ARIZONA I INC,parent,singleton,1
WESTED,WESTED,WESTED,parent,singleton,1
WESTERN ALLIANCE EQUIPMENT FINANCE INC,WESTERN ALLIANCE EQUIPMENT FINANCE INC,WESTERN ALLIANCE EQUIPMENT FINANCE INC,parent,singleton,1
WESTERN AREA POWER ADMINISTRATION,WESTERN AREA POWER ADMINISTRATION,WESTERN AREA POWER ADMINISTRATION,parent,singleton,1
WESTERN ARIZONA COUNCIL OF GOVERNMENTS,WESTERN ARIZONA COUNCIL OF GOVERNMENTS,WESTERN ARIZONA COUNCIL OF GOVERNMENTS,parent,singleton,1
WESTERN ARIZONA VOCATIONAL EDUCATION #50,WESTERN ARIZONA VOCATIONAL EDUCATION #50,WESTERN ARIZONA VOCATIONAL EDUCATION #50,parent,singleton,1
WESTERN AZ COUNCIL OF EMERGENCY MEDICAL SERVICES,WESTERN AZ COUNCIL OF EMERGENCY MEDICAL SERVICES,WESTERN AZ COUNCIL OF EMERGENCY MEDICAL SERVICES,parent,singleton,1
WESTERN AZ REG MED CTR,WESTERN AZ REG MED CTR,WESTERN AZ REG MED CTR,parent,singleton,1
WESTERN BRUSH SHREDDING LLC,WESTERN BRUSH SHREDDING LLC,WESTERN BRUSH SHREDDING LLC,parent,singleton,1
WESTERN EMULSIONS INC,WESTERN EMULSIONS INC,WESTERN EMULSIONS INC,parent,singleton,1
WESTERN FENCE COMPANY,WESTERN FENCE COMPANY,WESTERN FENCE COMPANY,parent,singleton,1
WESTERN INTERSTATE COMMISSION FOR HIGHER EDUCATION,WESTERN INTERSTATE COMMISSION FOR HIGHER EDUCATION,WESTERN INTERSTATE COMMISSION FOR HIGHER EDUCATION,parent,singleton,1
WESTERN MARICOPA EDUCATION CENTER,WESTERN MARICOPA EDUCATION CENTER 402,WESTERN MARICOPA EDUCATION CENTER 402,token_subset,high,2
WESTERN MARICOPA EDUCATION CENTER 402,WESTERN MARICOPA EDUCATION CENTER 402,WESTERN MARICOPA EDUCATION CENTER 402,parent,high,2
WESTERN REFINING RETAIL LLC,WESTERN REFINING RETAIL LLC,WESTERN REFINING RETAIL LLC,parent,high,2
"WESTERN REFINING RETAIL, LLC",WESTERN REFINING RETAIL LLC,WESTERN REFINING RETAIL LLC,norm_exact,high,2
WESTERN REFINING SOUTHWEST INC,WESTERN REFINING SOUTHWEST INC,WESTERN REFINING SOUTHWEST INC,parent,singleton,1
WESTERN SCHOOL OF SCIENCE AND TECHNOLOGY INC,WESTERN SCHOOL OF SCIENCE AND TECHNOLOGY INC,WESTERN SCHOOL OF SCIENCE AND TECHNOLOGY INC,parent,singleton,1
WESTERN STATES AIR RESOURCES COUNCIL,WESTERN STATES AIR RESOURCES COUNCIL,WESTERN STATES AIR RESOURCES COUNCIL,parent,singleton,1
WESTERN STATES PETROLEUM,WESTERN STATES PETROLEUM,WESTERN STATES PETROLEUM,parent,singleton,1
WESTERN SYDNEY UNIVERSITY,WESTERN SYDNEY UNIVERSITY,WESTERN SYDNEY UNIVERSITY,parent,singleton,1
WESTERN TECHNOLOGIES INC,WESTERN TECHNOLOGIES INC,WESTERN TECHNOLOGIES INC,parent,singleton,1
WESTERN UTILITY CONTRACTORS,WESTERN UTILITY CONTRACTORS,WESTERN UTILITY CONTRACTORS,parent,singleton,1
WESTLAND RESOURCES INC,WESTLAND RESOURCES INC,WESTLAND RESOURCES INC,parent,singleton,1
WESTON SOLUTIONS INC,WESTON SOLUTIONS INC,WESTON SOLUTIONS INC,parent,singleton,1
WEX BANK,WEX BANK,WEX BANK,parent,singleton,1
WFG NATIONAL TITLE INSURANCE COMPANY,WFG NATIONAL TITLE INSURANCE COMPANY,WFG NATIONAL TITLE INSURANCE COMPANY,parent,singleton,1
WHELCON CONTRACTORS LLC,WHELCON CONTRACTORS LLC,WHELCON CONTRACTORS LLC,parent,singleton,1
WHETSTONE FIRE DEPT,WHETSTONE FIRE DEPT,WHETSTONE FIRE DEPT,parent,singleton,1
WHITE MNTN REG MED CNTR,WHITE MNTN REG MED CNTR,WHITE MNTN REG MED CNTR,parent,singleton,1
WHITE MOUNTAIN APACHE EMS,WHITE MOUNTAIN APACHE EMS,WHITE MOUNTAIN APACHE EMS,parent,singleton,1
WHITE MOUNTAIN APACHE HOUSING AUTHORITY,WHITE MOUNTAIN APACHE HOUSING AUTHORITY,WHITE MOUNTAIN APACHE HOUSING AUTHORITY,parent,singleton,1
WHITE MOUNTAIN APACHE TRIBE,WHITE MOUNTAIN APACHE TRIBE,WHITE MOUNTAIN APACHE TRIBE,parent,singleton,1
WHITE MOUNTAIN WILDLIFE AND NATURE CENTER INC,WHITE MOUNTAIN WILDLIFE AND NATURE CENTER INC,WHITE MOUNTAIN WILDLIFE AND NATURE CENTER INC,parent,singleton,1
WHITERIVER UNIFIED SCHOOL DISTRICT,WHITERIVER UNIFIED SCHOOL DISTRICT,WHITERIVER UNIFIED SCHOOL DISTRICT,parent,singleton,1
WHOLESALE FLOORS LLC,WHOLESALE FLOORS LLC,WHOLESALE FLOORS LLC,parent,singleton,1
WICKENBURG 52 LLC,WICKENBURG 52 LLC,WICKENBURG 52 LLC,parent,singleton,1
WICKENBURG COMMUNITY HOSP,WICKENBURG COMMUNITY HOSP,WICKENBURG COMMUNITY HOSP,parent,singleton,1
WICKENBURG UNIFIED SCHOOL DIST,WICKENBURG UNIFIED SCHOOL DIST,WICKENBURG UNIFIED SCHOOL DIST,parent,singleton,1
WIENEKE LAW GROUP PLC,WIENEKE LAW GROUP PLC,WIENEKE LAW GROUP PLC,parent,singleton,1
WIGWAM JOINT VENTURE LP,WIGWAM JOINT VENTURE LP,WIGWAM JOINT VENTURE LP,parent,singleton,1
WILDLIFE AND WETLANDS SOLUTIONS,WILDLIFE AND WETLANDS SOLUTIONS,WILDLIFE AND WETLANDS SOLUTIONS,parent,singleton,1
WILLCOX UNIFIED SCHOOL DISTRICT 13,WILLCOX UNIFIED SCHOOL DISTRICT 13,WILLCOX UNIFIED SCHOOL DISTRICT 13,parent,singleton,1
WILLIAM CHARLES CONSTRUCTION COMPANY LLC,WILLIAM CHARLES CONSTRUCTION COMPANY LLC,WILLIAM CHARLES CONSTRUCTION COMPANY LLC,parent,singleton,1
WILLIAM CHARLES WATT,WILLIAM CHARLES WATT,WILLIAM CHARLES WATT,parent,singleton,1
WILLIAM MORRIS ENDEAVOR ENTERTAINMENT,WILLIAM MORRIS ENDEAVOR ENTERTAINMENT,WILLIAM MORRIS ENDEAVOR ENTERTAINMENT,parent,singleton,1
WILLIAMS SCOTSMAN,WILLIAMS SCOTSMAN,WILLIAMS SCOTSMAN,parent,singleton,1
WILLIAMS UNIFIED SCHOOL DISTRICT NO 2,WILLIAMS UNIFIED SCHOOL DISTRICT NO 2,WILLIAMS UNIFIED SCHOOL DISTRICT NO 2,parent,singleton,1
WILLIAMSON VALLEY FIRE DISTRICT,WILLIAMSON VALLEY FIRE DISTRICT,WILLIAMSON VALLEY FIRE DISTRICT,parent,singleton,1
WILLIS LIMITED,WILLIS LIMITED,WILLIS LIMITED,parent,singleton,1
WILLIS OF ARIZONA INC,WILLIS OF ARIZONA INC,WILLIS OF ARIZONA INC,parent,singleton,1
"WILLIS TOWERS WATSON INSURANCE SERVICES WEST, INC.","WILLIS TOWERS WATSON INSURANCE SERVICES WEST, INC.","WILLIS TOWERS WATSON INSURANCE SERVICES WEST, INC.",parent,singleton,1
WILLMENG CONSTRUCTION INC,WILLMENG CONSTRUCTION INC,WILLMENG CONSTRUCTION INC,parent,singleton,1
WILSON & CO,WILSON & CO,WILSON & CO,parent,singleton,1
WILSON ELECTRIC SVCS CORP,WILSON ELECTRIC SVCS CORP,WILSON ELECTRIC SVCS CORP,parent,singleton,1
WILSON LEIGH & ASSOCIATES,WILSON LEIGH & ASSOCIATES,WILSON LEIGH & ASSOCIATES,parent,singleton,1
"WIN OIL COMPANY, INC.","WIN OIL COMPANY, INC.","WIN OIL COMPANY, INC.",parent,singleton,1
WINDHAVEN PSHYCH HOSP PHA,WINDHAVEN PSHYCH HOSP PHA,WINDHAVEN PSHYCH HOSP PHA,parent,singleton,1
WINDHAVEN PSYCHIATRIC HOS,WINDHAVEN PSYCHIATRIC HOS,WINDHAVEN PSYCHIATRIC HOS,parent,singleton,1
WINDOW ROCK UNIFIED SCHOOL DISTRICT #8,WINDOW ROCK UNIFIED SCHOOL DISTRICT #8,WINDOW ROCK UNIFIED SCHOOL DISTRICT #8,parent,singleton,1
WINDOW ROCK UNIFIED SCHOOL DISTRICT 8,WINDOW ROCK UNIFIED SCHOOL DISTRICT 8,WINDOW ROCK UNIFIED SCHOOL DISTRICT 8,parent,singleton,1
WINONA INVESTMENTS INC,WINONA INVESTMENTS INC,WINONA INVESTMENTS INC,parent,singleton,1
WINSLOW CAMPUS OF CARE,WINSLOW CAMPUS OF CARE,WINSLOW CAMPUS OF CARE,parent,singleton,1
WINSLOW CHAMBER OF COMMERCE,WINSLOW CHAMBER OF COMMERCE,WINSLOW CHAMBER OF COMMERCE,parent,singleton,1
WINSLOW DENTAL,WINSLOW DENTAL,WINSLOW DENTAL,parent,singleton,1
WINSLOW GUIDANCE ASSOC,WINSLOW GUIDANCE ASSOC,WINSLOW GUIDANCE ASSOC,parent,singleton,1
WINSLOW INDIAN HEALTH CAR,WINSLOW INDIAN HEALTH CAR,WINSLOW INDIAN HEALTH CAR,parent,singleton,1
WINSLOW MEMORIAL HOSPITAL INC,WINSLOW MEMORIAL HOSPITAL INC,WINSLOW MEMORIAL HOSPITAL INC,parent,singleton,1
WINSLOW UNIFIED SCHOOL DISTRICT 1,WINSLOW UNIFIED SCHOOL DISTRICT 1,WINSLOW UNIFIED SCHOOL DISTRICT 1,parent,singleton,1
"WIPAIRE\, INC.","WIPAIRE\, INC.","WIPAIRE\, INC.",parent,singleton,1
WISCONSIN OVEN CORPORATION,WISCONSIN OVEN CORPORATION,WISCONSIN OVEN CORPORATION,parent,singleton,1
WIST OFFICE PRODUCTS,WIST OFFICE PRODUCTS,WIST OFFICE PRODUCTS,parent,singleton,1
"WIZZ MART,INC","WIZZ MART,INC","WIZZ MART,INC",parent,singleton,1
WOMENS FOUNDATION FOR THE STATE OF ARIZONA,WOMENS FOUNDATION FOR THE STATE OF ARIZONA,WOMENS FOUNDATION FOR THE STATE OF ARIZONA,parent,singleton,1
WOMENS FOUNDATION OF SOUTHERN ARIZONA,WOMENS FOUNDATION OF SOUTHERN ARIZONA,WOMENS FOUNDATION OF SOUTHERN ARIZONA,parent,singleton,1
WOMENS PATH,WOMENS PATH,WOMENS PATH,parent,singleton,1
WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS INC,WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS INC,WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS INC,parent,singleton,1
WOODYS ENTERPRISES LTD,"WOODYS ENTERPRISES, LTD","WOODYS ENTERPRISES, LTD",norm_exact,high,2
"WOODYS ENTERPRISES, LTD","WOODYS ENTERPRISES, LTD","WOODYS ENTERPRISES, LTD",parent,high,2
"WOODYS ENTERPRISES\, LTD","WOODYS ENTERPRISES\, LTD","WOODYS ENTERPRISES\, LTD",parent,singleton,1
WORKS CONSULTING LLC,WORKS CONSULTING LLC,WORKS CONSULTING LLC,parent,singleton,1
WORLD WIDE TECHNOLOGY,WORLD WIDE TECHNOLOGY,WORLD WIDE TECHNOLOGY,parent,singleton,1
WORLDWIDE INTERACTIVE NETWORK INC,WORLDWIDE INTERACTIVE NETWORK INC,WORLDWIDE INTERACTIVE NETWORK INC,parent,high,2
"WORLDWIDE INTERACTIVE NETWORK, INC.",WORLDWIDE INTERACTIVE NETWORK INC,WORLDWIDE INTERACTIVE NETWORK INC,norm_exact,high,2
"WORLDWIDE INTERACTIVE NETWORK\, INC.","WORLDWIDE INTERACTIVE NETWORK\, INC.","WORLDWIDE INTERACTIVE NETWORK\, INC.",parent,singleton,1
WPS INC,WPS INC,WPS INC,parent,singleton,1
WSD DIGITAL,WSD DIGITAL,WSD DIGITAL,parent,singleton,1
WSO2 INC.,WSO2 INC.,WSO2 INC.,parent,singleton,1
WSP USA ENVIRONMENT & INFRASTRUCTURE INC,WSP USA ENVIRONMENT & INFRASTRUCTURE INC,WSP USA ENVIRONMENT & INFRASTRUCTURE INC,parent,singleton,1
WSP USA INC,WSP USA INC,WSP USA INC,parent,singleton,1
WW CLYDE,WW CLYDE,WW CLYDE,parent,singleton,1
WW GRAINGER INC,WW GRAINGER INC,WW GRAINGER INC,parent,singleton,1
WYETH LLC,WYETH LLC,WYETH LLC,parent,singleton,1
XAVIER COLLEGE PREPARATORY ROMAN CATHOLIC HIGH SCHOOL,XAVIER COLLEGE PREPARATORY ROMAN CATHOLIC HIGH SCHOOL,XAVIER COLLEGE PREPARATORY ROMAN CATHOLIC HIGH SCHOOL,parent,singleton,1
XCESSORIES SQUARED SOUTHWEST INC,XCESSORIES SQUARED SOUTHWEST INC,XCESSORIES SQUARED SOUTHWEST INC,parent,singleton,1
XEROX CORPORATION,XEROX CORPORATION,XEROX CORPORATION,parent,singleton,1
XEROX SLS INC,XEROX SLS INC,XEROX SLS INC,parent,singleton,1
XEROX STATE & LOCAL SOLUTIONS INC,XEROX STATE & LOCAL SOLUTIONS INC,XEROX STATE & LOCAL SOLUTIONS INC,parent,singleton,1
"XEROX STATE HEALTHCARE, LLC","XEROX STATE HEALTHCARE, LLC","XEROX STATE HEALTHCARE, LLC",parent,singleton,1
"XPO LOGISTICS SUPPLY CHAIN, INC.","XPO LOGISTICS SUPPLY CHAIN, INC.","XPO LOGISTICS SUPPLY CHAIN, INC.",parent,singleton,1
"XPO LOGISTICS SUPPLY CHAIN\, INC.","XPO LOGISTICS SUPPLY CHAIN\, INC.","XPO LOGISTICS SUPPLY CHAIN\, INC.",parent,singleton,1
YAVAPAI APACHE NATION,YAVAPAI APACHE NATION,YAVAPAI APACHE NATION,parent,singleton,1
