entity_key,parent_key,parent_name,method,confidence,group_size
TOWN OF CLIFTON,TOWN OF CLIFTON,TOWN OF CLIFTON,parent,singleton,1
TOWN OF COLORADO CITY,TOWN OF COLORADO CITY,TOWN OF COLORADO CITY,parent,singleton,1
TOWN OF DEWEY HUMBOLDT,TOWN OF DEWEY HUMBOLDT,TOWN OF DEWEY HUMBOLDT,parent,singleton,1
TOWN OF DUNCAN,TOWN OF DUNCAN,TOWN OF DUNCAN,parent,singleton,1
TOWN OF EAGAR,TOWN OF EAGAR,TOWN OF EAGAR,parent,singleton,1
TOWN OF FLORENCE,TOWN OF FLORENCE,TOWN OF FLORENCE,parent,singleton,1
TOWN OF FOUNTAIN HILLS,TOWN OF FOUNTAIN HILLS,TOWN OF FOUNTAIN HILLS,parent,singleton,1
TOWN OF FREDONIA,TOWN OF FREDONIA,TOWN OF FREDONIA,parent,singleton,1
TOWN OF GILA BEND,TOWN OF GILA BEND,TOWN OF GILA BEND,parent,singleton,1
TOWN OF GILBERT,TOWN OF GILBERT,TOWN OF GILBERT,parent,singleton,1
TOWN OF GUADALUPE,TOWN OF GUADALUPE,TOWN OF GUADALUPE,parent,singleton,1
TOWN OF HAYDEN,TOWN OF HAYDEN,TOWN OF HAYDEN,parent,singleton,1
TOWN OF HUACHUCA CITY,TOWN OF HUACHUCA CITY,TOWN OF HUACHUCA CITY,parent,singleton,1
TOWN OF JEROME,TOWN OF JEROME,TOWN OF JEROME,parent,singleton,1
TOWN OF KEARNY,TOWN OF KEARNY,TOWN OF KEARNY,parent,singleton,1
TOWN OF MAMMOTH,TOWN OF MAMMOTH,TOWN OF MAMMOTH,parent,singleton,1
TOWN OF MARANA,TOWN OF MARANA,TOWN OF MARANA,parent,singleton,1
TOWN OF MIAMI,TOWN OF MIAMI,TOWN OF MIAMI,parent,singleton,1
TOWN OF ORO VALLEY,TOWN OF ORO VALLEY,TOWN OF ORO VALLEY,parent,singleton,1
TOWN OF PARADISE VALLEY,TOWN OF PARADISE VALLEY,TOWN OF PARADISE VALLEY,parent,singleton,1
TOWN OF PARKER,TOWN OF PARKER,TOWN OF PARKER,parent,singleton,1
TOWN OF PATAGONIA,TOWN OF PATAGONIA,TOWN OF PATAGONIA,parent,singleton,1
TOWN OF PAYSON,TOWN OF PAYSON,TOWN OF PAYSON,parent,singleton,1
TOWN OF PIMA,TOWN OF PIMA,TOWN OF PIMA,parent,singleton,1
TOWN OF PINETOP-LAKESIDE,TOWN OF PINETOP-LAKESIDE,TOWN OF PINETOP-LAKESIDE,parent,singleton,1
TOWN OF PRESCOTT VALLEY,TOWN OF PRESCOTT VALLEY,TOWN OF PRESCOTT VALLEY,parent,singleton,1
TOWN OF QUARTZSITE,TOWN OF QUARTZSITE,TOWN OF QUARTZSITE,parent,singleton,1
TOWN OF QUEEN CREEK,TOWN OF QUEEN CREEK,TOWN OF QUEEN CREEK,parent,singleton,1
TOWN OF QUEEN CREEK - RECREATION SERVICES DIVISION,TOWN OF QUEEN CREEK - RECREATION SERVICES DIVISION,TOWN OF QUEEN CREEK - RECREATION SERVICES DIVISION,parent,singleton,1
TOWN OF SAHUARITA,TOWN OF SAHUARITA,TOWN OF SAHUARITA,parent,singleton,1
TOWN OF SNOWFLAKE,TOWN OF SNOWFLAKE,TOWN OF SNOWFLAKE,parent,singleton,1
TOWN OF SPRINGERVILLE,TOWN OF SPRINGERVILLE,TOWN OF SPRINGERVILLE,parent,singleton,1
TOWN OF STAR VALLEY,TOWN OF STAR VALLEY,TOWN OF STAR VALLEY,parent,singleton,1
TOWN OF SUPERIOR,TOWN OF SUPERIOR,TOWN OF SUPERIOR,parent,singleton,1
TOWN OF TAYLOR,TOWN OF TAYLOR,TOWN OF TAYLOR,parent,singleton,1
TOWN OF THATCHER,TOWN OF THATCHER,TOWN OF THATCHER,parent,singleton,1
TOWN OF TUSAYAN,TOWN OF TUSAYAN,TOWN OF TUSAYAN,parent,singleton,1
TOWN OF WELLTON,TOWN OF WELLTON,TOWN OF WELLTON,parent,singleton,1
TOWN OF WICKENBURG,TOWN OF WICKENBURG,TOWN OF WICKENBURG,parent,singleton,1
TOWN OF WINKELMAN,TOWN OF WINKELMAN,TOWN OF WINKELMAN,parent,singleton,1
TOWN OF YOUNGTOWN,TOWN OF YOUNGTOWN,TOWN OF YOUNGTOWN,parent,singleton,1
"TP RACING, L.L.L.P","TP RACING, L.L.L.P","TP RACING, L.L.L.P",parent,singleton,1
TRACE3 INC,TRACE3 INC,TRACE3 INC,parent,high,2
"TRACE3, INC.",TRACE3 INC,TRACE3 INC,norm_exact,high,2
TRANE US INC,TRANE US INC,TRANE US INC,parent,singleton,1
TRANSACT COMMERCIAL FURNISHINGS INC,TRANSACT COMMERCIAL FURNISHINGS INC,TRANSACT COMMERCIAL FURNISHINGS INC,parent,singleton,1
TRANSACTION RECORD ANALYSIS CENTER INC,TRANSACTION RECORD ANALYSIS CENTER INC,TRANSACTION RECORD ANALYSIS CENTER INC,parent,singleton,1
TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,THE TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,THE TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,norm_exact,high,2
TRANSOURCE SERVICES CORP,TRANSOURCE SERVICES CORP,TRANSOURCE SERVICES CORP,parent,singleton,1
TRAVELCENTERS OF AMERICA LLC,TRAVELCENTERS OF AMERICA LLC,TRAVELCENTERS OF AMERICA LLC,parent,singleton,1
TREE HOUSE PRESCHOOL INC.,TREE HOUSE PRESCHOOL INC.,TREE HOUSE PRESCHOOL INC.,parent,singleton,1
"TREJO INVESTMENTS,LLLP","TREJO INVESTMENTS,LLLP","TREJO INVESTMENTS,LLLP",parent,singleton,1
TREJO INVESTMENTSLLLP,TREJO INVESTMENTSLLLP,TREJO INVESTMENTSLLLP,parent,singleton,1
TREND OFFSET PRINTING,TREND OFFSET PRINTING,TREND OFFSET PRINTING,parent,singleton,1
TREON & AGUIRRE PLLC,TREON & AGUIRRE PLLC,TREON & AGUIRRE PLLC,parent,singleton,1
TRI-CITY BAPTIST CHURCH,TRI-CITY BAPTIST CHURCH,TRI-CITY BAPTIST CHURCH,parent,singleton,1
TRI-CITY FIRE DISTRICT,TRI-CITY FIRE DISTRICT,TRI-CITY FIRE DISTRICT,parent,singleton,1
TRI-CITY FIRE DISTRICT AMBULANCE SERVICE,TRI-CITY FIRE DISTRICT AMBULANCE SERVICE,TRI-CITY FIRE DISTRICT AMBULANCE SERVICE,parent,singleton,1
TRI-CITY REGIONAL SANITARY DISTRICT,TRI-CITY REGIONAL SANITARY DISTRICT,TRI-CITY REGIONAL SANITARY DISTRICT,parent,singleton,1
TRI-TECH FORENSICS INC,TRI-TECH FORENSICS INC,TRI-TECH FORENSICS INC,parent,singleton,1
TRICO ELECTRIC COOPERATIVE INC,TRICO ELECTRIC COOPERATIVE INC,TRICO ELECTRIC COOPERATIVE INC,parent,singleton,1
TRINITY CARE SERVICES LLC,TRINITY SERVICES GROUP INC,TRINITY SERVICES GROUP INC,token_subset,high,2
TRINITY SERVICES GROUP INC,TRINITY SERVICES GROUP INC,TRINITY SERVICES GROUP INC,parent,high,2
"TRIPLE B FUELS, INC.","TRIPLE B FUELS, INC.","TRIPLE B FUELS, INC.",parent,singleton,1
TRIPLE D PRODUCTIONS,TRIPLE D PRODUCTIONS,TRIPLE D PRODUCTIONS,parent,singleton,1
TRISTAR ENGINEERING AND MANAGEMENT INC,TRISTAR ENGINEERING AND MANAGEMENT INC,TRISTAR ENGINEERING AND MANAGEMENT INC,parent,singleton,1
TRIUMPH GROUP OPERATIONS INC,TRIUMPH GROUP OPERATIONS INC,TRIUMPH GROUP OPERATIONS INC,parent,singleton,1
TRIVIUM PREPARATORY ACADEMY,TRIVIUM PREPARATORY ACADEMY,TRIVIUM PREPARATORY ACADEMY,parent,singleton,1
TRIYOUNG INC,TRIYOUNG INC,TRIYOUNG INC,parent,singleton,1
TRIZETTO CROPORATION,TRIZETTO CROPORATION,TRIZETTO CROPORATION,parent,singleton,1
TROON NORTH GOLF CLUB LLC,TROON NORTH GOLF CLUB LLC,TROON NORTH GOLF CLUB LLC,parent,singleton,1
TROXELL COMMUNICATIONS INC,TROXELL COMMUNICATIONS INC,TROXELL COMMUNICATIONS INC,parent,singleton,1
TROY INVESTMENT LLC,TROY INVESTMENT LLC,TROY INVESTMENT LLC,parent,singleton,1
TRUE ANSWER COMMUNITY WEL,TRUE ANSWER COMMUNITY WEL,TRUE ANSWER COMMUNITY WEL,parent,singleton,1
TRUE PURSUIT,TRUE PURSUIT,TRUE PURSUIT,parent,singleton,1
TRUE ZERO TECHNOLOGIES LLC,TRUE ZERO TECHNOLOGIES LLC,TRUE ZERO TECHNOLOGIES LLC,parent,singleton,1
TRUED CONSULTING,TRUED CONSULTING,TRUED CONSULTING,parent,singleton,1
TRUJILLO TRAIL DOMESTIC WATER IMPROVEMENT DISTRICT,TRUJILLO TRAIL DOMESTIC WATER IMPROVEMENT DISTRICT,TRUJILLO TRAIL DOMESTIC WATER IMPROVEMENT DISTRICT,parent,singleton,1
TRULAW PC,TRULAW PC,TRULAW PC,parent,singleton,1
TRUMPF INC,TRUMPF INC,TRUMPF INC,parent,singleton,1
TRUST ACCOUNT OF FRAZER RYAN GOLDBERG & ARNOLD LLP,TRUST ACCOUNT OF FRAZER RYAN GOLDBERG & ARNOLD LLP,TRUST ACCOUNT OF FRAZER RYAN GOLDBERG & ARNOLD LLP,parent,singleton,1
TRUXTON CANYON WATER CO.,TRUXTON CANYON WATER CO.,TRUXTON CANYON WATER CO.,parent,singleton,1
TSG CONSTRUCTORS LLC,TSG CONSTRUCTORS LLC,TSG CONSTRUCTORS LLC,parent,singleton,1
TTR INC,TTR INC,TTR INC,parent,singleton,1
TTY LLC,TTY LLC,TTY LLC,parent,singleton,1
TTY PRODUCTIVITY SERVICES LLC,TTY PRODUCTIVITY SERVICES LLC,TTY PRODUCTIVITY SERVICES LLC,parent,singleton,1
TUBA CITY BOARDING SCHOOL,TUBA CITY BOARDING SCHOOL,TUBA CITY BOARDING SCHOOL,parent,singleton,1
TUBA CITY INDIAN MED CNTR,TUBA CITY INDIAN MED CNTR,TUBA CITY INDIAN MED CNTR,parent,singleton,1
TUBA CITY MED CNTR-DENTAL,TUBA CITY MED CNTR-DENTAL,TUBA CITY MED CNTR-DENTAL,parent,singleton,1
TUBA CITY REGIONAL HEALTH,TUBA CITY REGIONAL HEALTH,TUBA CITY REGIONAL HEALTH,parent,singleton,1
TUBA CITY UNIFIED SCHOOL DISTRICT,TUBA CITY UNIFIED SCHOOL DISTRICT,TUBA CITY UNIFIED SCHOOL DISTRICT,parent,singleton,1
TUBA CITY UNIFIED SCHOOL DISTRICT 15,TUBA CITY UNIFIED SCHOOL DISTRICT 15,TUBA CITY UNIFIED SCHOOL DISTRICT 15,parent,singleton,1
TUBAC FIRE DISTRICT,TUBAC FIRE DISTRICT,TUBAC FIRE DISTRICT,parent,singleton,1
TUCSON AIRPORT AUTHORITY,TUCSON AIRPORT AUTHORITY,TUCSON AIRPORT AUTHORITY,parent,singleton,1
TUCSON ASPHALT CONTRACTORS INC,TUCSON ASPHALT CONTRACTORS INC,TUCSON ASPHALT CONTRACTORS INC,parent,singleton,1
TUCSON AUDUBON SOCIETY,TUCSON AUDUBON SOCIETY,TUCSON AUDUBON SOCIETY,parent,singleton,1
TUCSON AZ III SGF LLC,TUCSON AZ III SGF LLC,TUCSON AZ III SGF LLC,parent,singleton,1
TUCSON BUSINESS INTERIORS INC,TUCSON BUSINESS INTERIORS INC,TUCSON BUSINESS INTERIORS INC,parent,high,2
"TUCSON BUSINESS INTERIORS, INC",TUCSON BUSINESS INTERIORS INC,TUCSON BUSINESS INTERIORS INC,norm_exact,high,2
TUCSON CENTERS FOR WOMEN AND CHILDREN,TUCSON CENTERS FOR WOMEN AND CHILDREN,TUCSON CENTERS FOR WOMEN AND CHILDREN,parent,singleton,1
TUCSON COUNTRY DAY SCHOOL INC,TUCSON COUNTRY DAY SCHOOL INC,TUCSON COUNTRY DAY SCHOOL INC,parent,singleton,1
TUCSON ELECTRIC POWER CO,TUCSON ELECTRIC POWER COMPANY,TUCSON ELECTRIC POWER COMPANY,norm_exact,high,2
TUCSON ELECTRIC POWER COMPANY,TUCSON ELECTRIC POWER COMPANY,TUCSON ELECTRIC POWER COMPANY,parent,high,2
TUCSON INTERNATIONAL ACADEMY INC,TUCSON INTERNATIONAL ACADEMY INC,TUCSON INTERNATIONAL ACADEMY INC,parent,singleton,1
TUCSON JEWISH COMMUNITY CENTER INC,TUCSON JEWISH COMMUNITY CENTER INC,TUCSON JEWISH COMMUNITY CENTER INC,parent,singleton,1
TUCSON MEDICAL CENTER,TUCSON MEDICAL CENTER,TUCSON MEDICAL CENTER,parent,singleton,1
TUCSON PREPARATORY SCHOOL,TUCSON PREPARATORY SCHOOL,TUCSON PREPARATORY SCHOOL,parent,singleton,1
"TUCSON RODEO COMMITTEE, INC","TUCSON RODEO COMMITTEE, INC","TUCSON RODEO COMMITTEE, INC",parent,singleton,1
TUCSON SYMPHONY SOCIETY,TUCSON SYMPHONY SOCIETY,TUCSON SYMPHONY SOCIETY,parent,singleton,1
TUCSON TRUCK TERMINAL INC,TUCSON TRUCK TERMINAL INC,TUCSON TRUCK TERMINAL INC,parent,singleton,1
TUCSON UNIFIED SCHOOL DISTRICT,TUCSON UNIFIED SCHOOL DISTRICT,TUCSON UNIFIED SCHOOL DISTRICT,parent,singleton,1
TUCSON URBAN LEAGUE INCORPORATED,TUCSON URBAN LEAGUE INCORPORATED,TUCSON URBAN LEAGUE INCORPORATED,parent,singleton,1
TUCSON WINNELSON,TUCSON WINNELSON,TUCSON WINNELSON,parent,singleton,1
TUCSON YOUTH DEVELOPMENT INC,TUCSON YOUTH DEVELOPMENT INC,TUCSON YOUTH DEVELOPMENT INC,parent,singleton,1
TUSA INTEGRATED CLINIC LL,TUSA INTEGRATED CLINIC LL,TUSA INTEGRATED CLINIC LL,parent,singleton,1
TUSAYAN FIRE DISTRICT,TUSAYAN FIRE DISTRICT,TUSAYAN FIRE DISTRICT,parent,singleton,1
TUTOR TIME LEARNING CENTERS LLC,TUTOR TIME LEARNING CENTERS LLC,TUTOR TIME LEARNING CENTERS LLC,parent,singleton,1
TWG GLENDALE LP,TWG GLENDALE LP,TWG GLENDALE LP,parent,singleton,1
TWIN PINES GASER INC,TWIN PINES GASER INC,TWIN PINES GASER INC,parent,singleton,1
TY LIN INTERNATIONAL,TY LIN INTERNATIONAL,TY LIN INTERNATIONAL,parent,singleton,1
TYLER TECHNOLOGIES INC,TYLER TECHNOLOGIES INC,TYLER TECHNOLOGIES INC,parent,singleton,1
U S BANK NATIONAL ASSN,U S BANK NATIONAL ASSN,U S BANK NATIONAL ASSN,parent,singleton,1
U S BANK NATIONAL ASSOCIATION,U S BANK NATIONAL ASSOCIATION,U S BANK NATIONAL ASSOCIATION,parent,singleton,1
UCSF MEDICAL CENTER,UCSF MEDICAL CENTER,UCSF MEDICAL CENTER,parent,singleton,1
UDALL LAW FIRM LLP,UDALL LAW FIRM LLP,UDALL LAW FIRM LLP,parent,singleton,1
UEL SOLUTIONS,UEL SOLUTIONS,UEL SOLUTIONS,parent,singleton,1
ULINE,ULINE,ULINE,parent,singleton,1
ULTIMATE PLAYLIST HOLDINGS LLC,ULTIMATE PLAYLIST HOLDINGS LLC,ULTIMATE PLAYLIST HOLDINGS LLC,parent,singleton,1
ULU CARE,ULU CARE,ULU CARE,parent,singleton,1
UMOM HOUSING 9 LLC,UMOM HOUSING 9 LLC,UMOM HOUSING 9 LLC,parent,high,2
UMOM HOUSING VI LLC,UMOM HOUSING 9 LLC,UMOM HOUSING 9 LLC,token_subset,high,2
UMOM NEW DAY CENTERS INC,UMOM NEW DAY CENTERS INC,UMOM NEW DAY CENTERS INC,parent,singleton,1
UNIFIED HEALTH SERVICES,UNIFIED HEALTH SERVICES,UNIFIED HEALTH SERVICES,parent,singleton,1
UNION PACIFIC RAILROAD,UNION PACIFIC RAILROAD,UNION PACIFIC RAILROAD,parent,singleton,1
"UNITE USA, INC.","UNITE USA, INC.","UNITE USA, INC.",parent,singleton,1
UNITED BUSINESS MAIL,UNITED BUSINESS MAIL,UNITED BUSINESS MAIL,parent,singleton,1
UNITED CHRISTIAN YOUTH CAMP,UNITED CHRISTIAN YOUTH CAMP,UNITED CHRISTIAN YOUTH CAMP,parent,singleton,1
UNITED CONCERTS INTERNATIONAL,UNITED CONCERTS INTERNATIONAL,UNITED CONCERTS INTERNATIONAL,parent,singleton,1
UNITED FAMILY CLINIC,UNITED FAMILY CLINIC,UNITED FAMILY CLINIC,parent,singleton,1
UNITED FIRE & CASUALITY,UNITED FIRE & CASUALITY,UNITED FIRE & CASUALITY,parent,singleton,1
UNITED FOOD BANK,UNITED FOOD BANK,UNITED FOOD BANK,parent,singleton,1
UNITED HEALTHCARE,UNITED HEALTHCARE,UNITED HEALTHCARE,parent,high,3
UNITED HEALTHCARE OF ARIZONA,UNITED HEALTHCARE,UNITED HEALTHCARE,token_subset,high,3
UNITED HEALTHCARE SERVICES INC,UNITED HEALTHCARE,UNITED HEALTHCARE,token_subset,high,3
UNITED NATIVES HEALTH,UNITED NATIVES HEALTH,UNITED NATIVES HEALTH,parent,singleton,1
UNITED RENTALS NORTH AMERICA INC,UNITED RENTALS NORTH AMERICA INC,UNITED RENTALS NORTH AMERICA INC,parent,singleton,1
UNITED STATE POSTAL SERVICE,UNITED STATE POSTAL SERVICE,UNITED STATE POSTAL SERVICE,parent,singleton,1
UNITED STATES DEPARTMENT OF JUSTICE,UNITED STATES DEPARTMENT OF JUSTICE,UNITED STATES DEPARTMENT OF JUSTICE,parent,singleton,1
UNITED STATES POSTAL SERVICES,UNITED STATES POSTAL SERVICES,UNITED STATES POSTAL SERVICES,parent,singleton,1
UNITED STATES VETERANS INITIATIVE,UNITED STATES VETERANS INITIATIVE,UNITED STATES VETERANS INITIATIVE,parent,singleton,1
UNITED WAY OF PINAL COUNTY INC,UNITED WAY OF PINAL COUNTY INC,UNITED WAY OF PINAL COUNTY INC,parent,singleton,1
UNITED WAY OF TUCSON AND SOUTHERN ARIZONA,UNITED WAY OF TUCSON AND SOUTHERN ARIZONA,UNITED WAY OF TUCSON AND SOUTHERN ARIZONA,parent,singleton,1
UNITY WELLNESS AND RECOVE,UNITY WELLNESS AND RECOVE,UNITY WELLNESS AND RECOVE,parent,singleton,1
"UNIVERSAL ATTRACTIONS, INC","UNIVERSAL ATTRACTIONS, INC","UNIVERSAL ATTRACTIONS, INC",parent,singleton,1
UNIVERSAL FIELD SERVICES INC,UNIVERSAL FIELD SERVICES INC,UNIVERSAL FIELD SERVICES INC,parent,singleton,1
UNIVERSITY MED CTR-AZ,UNIVERSITY MED CTR-AZ,UNIVERSITY MED CTR-AZ,parent,singleton,1
UNIVERSITY MEDICAL CTR-NV,UNIVERSITY MEDICAL CTR-NV,UNIVERSITY MEDICAL CTR-NV,parent,singleton,1
UNIVERSITY NM HOSP-ALBQ,UNIVERSITY NM HOSP-ALBQ,UNIVERSITY NM HOSP-ALBQ,parent,singleton,1
UNIVERSITY OF ARIZONA,UNIVERSITY OF ARIZONA,UNIVERSITY OF ARIZONA,parent,singleton,1
UNIVERSITY OF ARIZONA (FINANCIAL SERVICES OFFICE),UNIVERSITY OF ARIZONA (FINANCIAL SERVICES OFFICE),UNIVERSITY OF ARIZONA (FINANCIAL SERVICES OFFICE),parent,singleton,1
UNIVERSITY OF COLORADO,UNIVERSITY OF COLORADO,UNIVERSITY OF COLORADO,parent,singleton,1
UNIVERSITY OF CONNECTICUT,UNIVERSITY OF CONNECTICUT,UNIVERSITY OF CONNECTICUT,parent,singleton,1
UNIVERSITY OF KANSAS CENTER FOR RESEARCH INC,UNIVERSITY OF KANSAS CENTER FOR RESEARCH INC,UNIVERSITY OF KANSAS CENTER FOR RESEARCH INC,parent,singleton,1
UNIVERSITY OF MARYLAND COLLEGE PARK,UNIVERSITY OF MARYLAND COLLEGE PARK,UNIVERSITY OF MARYLAND COLLEGE PARK,parent,singleton,1
UNIVERSITY PHYSICIAN HC,UNIVERSITY PHYSICIAN HC,UNIVERSITY PHYSICIAN HC,parent,singleton,1
"UNIVERSITY PHYSICIANS,INC","UNIVERSITY PHYSICIANS,INC","UNIVERSITY PHYSICIANS,INC",parent,singleton,1
"UNIVERSITY PHYSICIANS\,INC","UNIVERSITY PHYSICIANS\,INC","UNIVERSITY PHYSICIANS\,INC",parent,singleton,1
UNLEASHED PHOENIX CORP,UNLEASHED PHOENIX CORP,UNLEASHED PHOENIX CORP,parent,singleton,1
UNS GAS INC,UNS GAS INC,UNS GAS INC,parent,singleton,1
UPLIFTING CARE LLC,UPLIFTING CARE LLC,UPLIFTING CARE LLC,parent,singleton,1
URBAN ENERGY SOLUTIONS INC,URBAN ENERGY SOLUTIONS INC,URBAN ENERGY SOLUTIONS INC,parent,singleton,1
"URBAN ENERGY SOLUTIONS\, INC.","URBAN ENERGY SOLUTIONS\, INC.","URBAN ENERGY SOLUTIONS\, INC.",parent,singleton,1
URBAN PARK CONCESSIONAIRES,URBAN PARK CONCESSIONAIRES,URBAN PARK CONCESSIONAIRES,parent,singleton,1
URETEK USA INC,URETEK USA INC,URETEK USA INC,parent,high,2
"URETEK USA, INC.",URETEK USA INC,URETEK USA INC,norm_exact,high,2
URS CORPORATION,URS CORPORATION,URS CORPORATION,parent,singleton,1
US 93 LLC,US 93 LLC,US 93 LLC,parent,singleton,1
US ARMY FORT HUACHUCA,US ARMY FORT HUACHUCA,US ARMY FORT HUACHUCA,parent,singleton,1
US BANK,US BANK,US BANK,parent,singleton,1
US DEPARTMENT OF EDUCATION,US DEPARTMENT OF EDUCATION,US DEPARTMENT OF EDUCATION,parent,singleton,1
US DEPARTMENT OF HEALTH AND HUMAN SERVICES,US DEPARTMENT OF HEALTH AND HUMAN SERVICES,US DEPARTMENT OF HEALTH AND HUMAN SERVICES,parent,singleton,1
US DEPARTMENT OF THE INTERIOR,US DEPARTMENT OF THE INTERIOR,US DEPARTMENT OF THE INTERIOR,parent,singleton,1
US DEPARTMENT OF TRANSPORTATION VOLPE NATIONAL TRANSPORTATI,US DEPARTMENT OF TRANSPORTATION VOLPE NATIONAL TRANSPORTATI,US DEPARTMENT OF TRANSPORTATION VOLPE NATIONAL TRANSPORTATI,parent,singleton,1
US DEPT OF AGRICULTURE,US DEPT OF AGRICULTURE,US DEPT OF AGRICULTURE,parent,singleton,1
US MASK SUPPLY,US MASK SUPPLY,US MASK SUPPLY,parent,singleton,1
US TREASURY,US TREASURY,US TREASURY,parent,singleton,1
US VETS-PHOENIX LLC,US VETS-PHOENIX LLC,US VETS-PHOENIX LLC,parent,singleton,1
USAA ANNUITY SERVICES CORPORATION,USAA ANNUITY SERVICES CORPOTATION,USAA ANNUITY SERVICES CORPOTATION,token_subset,high,2
USAA ANNUITY SERVICES CORPOTATION,USAA ANNUITY SERVICES CORPOTATION,USAA ANNUITY SERVICES CORPOTATION,parent,high,2
USDI - OFFICE OF AIRCRAFT SERVICES,USDI - OFFICE OF AIRCRAFT SERVICES,USDI - OFFICE OF AIRCRAFT SERVICES,parent,singleton,1
USPFO OF ARIZONA,USPFO OF ARIZONA,USPFO OF ARIZONA,parent,singleton,1
UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,parent,singleton,1
UTILITY CONSTRUCTION CO INC,UTILITY CONSTRUCTION CO INC,UTILITY CONSTRUCTION CO INC,parent,singleton,1
UTILITY CRANE AND EQUIPMENT,UTILITY CRANE AND EQUIPMENT,UTILITY CRANE AND EQUIPMENT,parent,singleton,1
UTILITY TRAILER SALES COMPANY OF ARIZONA,UTILITY TRAILER SALES COMPANY OF ARIZONA,UTILITY TRAILER SALES COMPANY OF ARIZONA,parent,singleton,1
UXO PRO,UXO PRO,UXO PRO,parent,singleton,1
VAIL SCHOOL DISTRICT,VAIL SCHOOL DISTRICT,VAIL SCHOOL DISTRICT,parent,singleton,1
"VAL PRODUCTIONS, INC","VAL PRODUCTIONS, INC","VAL PRODUCTIONS, INC",parent,singleton,1
VALENCIA VENTURE LLC,VALENCIA VENTURE LLC,VALENCIA VENTURE LLC,parent,singleton,1
VALLE DEL SOL - 3807,VALLE DEL SOL - 3807,VALLE DEL SOL - 3807,parent,high,2
VALLE DEL SOL INC,VALLE DEL SOL - 3807,VALLE DEL SOL - 3807,token_subset,high,2
VALLEY CHRISTIAN SCHOOLS,VALLEY CHRISTIAN SCHOOLS,VALLEY CHRISTIAN SCHOOLS,parent,singleton,1
VALLEY FINE SERVICES LLC,VALLEY FINE SERVICES LLC,VALLEY FINE SERVICES LLC,parent,singleton,1
VALLEY HOPE ASSOCIATION,VALLEY HOPE ASSOCIATION,VALLEY HOPE ASSOCIATION,parent,singleton,1
VALLEY HOSPITAL,VALLEY HOSPITAL,VALLEY HOSPITAL,parent,high,2
VALLEY HOSPITAL-NV,VALLEY HOSPITAL,VALLEY HOSPITAL,token_subset,high,2
VALLEY OASIS WELLNESS LLC,VALLEY OASIS WELLNESS LLC,VALLEY OASIS WELLNESS LLC,parent,singleton,1
VALLEY OF THE SUN - UNITED WAY,VALLEY OF THE SUN-UNITED WAY,VALLEY OF THE SUN-UNITED WAY,norm_exact,high,3
VALLEY OF THE SUN UNITED WAY,VALLEY OF THE SUN-UNITED WAY,VALLEY OF THE SUN-UNITED WAY,norm_exact,high,3
VALLEY OF THE SUN WALDORF EDUCATION ASSOCIATION,VALLEY OF THE SUN WALDORF EDUCATION ASSOCIATION,VALLEY OF THE SUN WALDORF EDUCATION ASSOCIATION,parent,singleton,1
VALLEY OF THE SUN YOUNG MENS CHRISTIAN ASSOCIATION,VALLEY OF THE SUN YOUNG MENS CHRISTIAN ASSOCIATION,VALLEY OF THE SUN YOUNG MENS CHRISTIAN ASSOCIATION,parent,singleton,1
VALLEY OF THE SUN-UNITED WAY,VALLEY OF THE SUN-UNITED WAY,VALLEY OF THE SUN-UNITED WAY,parent,high,3
VALLEY PIONEERS WATER CO INC,VALLEY PIONEERS WATER CO INC,VALLEY PIONEERS WATER CO INC,parent,singleton,1
VALLEY PRESBYTERIAN CHURCH,VALLEY PRESBYTERIAN CHURCH,VALLEY PRESBYTERIAN CHURCH,parent,singleton,1
VALLEY SPRING BEHAVIORAL,VALLEY SPRING BEHAVIORAL,VALLEY SPRING BEHAVIORAL,parent,singleton,1
VALLEY UNION HIGH SCHOOL DISTRICT #22,VALLEY UNION HIGH SCHOOL DISTRICT #22,VALLEY UNION HIGH SCHOOL DISTRICT #22,parent,singleton,1
VALLEY VIEW BIBLE CHURCH,VALLEY VIEW BIBLE CHURCH,VALLEY VIEW BIBLE CHURCH,parent,singleton,1
VALLEY VIEW MEDICAL CENT,VALLEY VIEW MEDICAL CENT,VALLEY VIEW MEDICAL CENT,parent,singleton,1
VALLEYWISE COMMUNITY HEAL,VALLEYWISE COMMUNITY HEAL,VALLEYWISE COMMUNITY HEAL,parent,singleton,1
VALLEYWISE HEALTH MEDICAL,VALLEYWISE HEALTH MEDICAL,VALLEYWISE HEALTH MEDICAL,parent,singleton,1
VALMONT INDUSTRIES INC,VALMONT INDUSTRIES INC,VALMONT INDUSTRIES INC,parent,singleton,1
"VALOR ON EIGHTH, LLC","VALOR ON EIGHTH, LLC","VALOR ON EIGHTH, LLC",parent,singleton,1
VALORIT,VALORIT,VALORIT,parent,singleton,1
VANTAGE COMMERCIAL PROPERTIES INC,VANTAGE COMMERCIAL PROPERTIES INC,VANTAGE COMMERCIAL PROPERTIES INC,parent,singleton,1
VASTCO INC,VASTCO INC,VASTCO INC,parent,high,2
